date#opponent#score#loss#attendance#record
june 1#giants#5 - 4#hernández (5 - 5)#40893#30 - 26
june 2#giants#9 - 2#thomson (6 - 4)#40651#30 - 27
june 3#dodgers#11 - 5#jiménez (1 - 3)#30150#30 - 28
june 4#dodgers#10 - 4#jones (0 - 1)#30195#30 - 29
june 5#dodgers#8 - 6#daal (4 - 2)#31793#31 - 29
june 7#blue jays#8 - 0#hampton (3 - 7)#20032#31 - 30
june 8#blue jays#3 - 1#thomson (6 - 5)#21298#31 - 31
june 9#blue jays#3 - 2#jiménez (1 - 4)#20328#31 - 32
june 10#red sox#7 - 3#neagle (4 - 3)#33508#31 - 33
june 11#red sox#3 - 1#fossum (2 - 1)#32340#32 - 33
june 12#red sox#7 - 5#hampton (3 - 8)#31583#32 - 34
june 14#indians#5 - 3#thomson (6 - 6)#40156#32 - 35
june 15#indians#7 - 4#paronto (0 - 2)#41870#33 - 35
june 16#indians#5 - 4#neagle (4 - 4)#40792#33 - 36
june 18#yankees#10 - 5#jennings (8 - 3)#48738#33 - 37
june 19#yankees#20 - 10#white (1 - 5)#48821#33 - 38
june 20#yankees#14 - 11 (10)#karsay (3 - 3)#48916#34 - 38
june 21#devil rays#8 - 7 (10)#yan (3 - 3)#30284#35 - 38
june 22#devil rays#6 - 5 (11)#kent (0 - 2)#31190#36 - 38
june 23#devil rays#6 - 5#kennedy (5 - 6)#31043#37 - 38
june 24#dodgers#4 - 1#ishii (11 - 3)#34641#38 - 38
june 25#dodgers#4 - 0#thomson (6 - 7)#23635#38 - 39
june 26#dodgers#5 - 3#chacón (3 - 5)#25083#38 - 40
june 27#dodgers#7 - 1#neagle (4 - 5)#41279#38 - 41
june 28#mariners#6 - 2#jennings (8 - 4)#45118#38 - 42
june 29#mariners#8 - 1#hampton (4 - 9)#45790#38 - 43
june 30#mariners#4 - 3#sasaki (2 - 2)#45928#39 - 43
