date#opponent#score#loss#attendance#record
september 1#devil rays#2 - 1#sherrill (2 - 3)#11196#63 - 71
september 2#devil rays#4 - 3#howell (0 - 2)#14503#64 - 71
september 3#devil rays#7 - 6#hernández (11 - 12)#14501#64 - 72
september 4#tigers#6 - 2#washburn (8 - 13)#32948#64 - 73
september 5#tigers#4 - 3#miller (0 - 1)#23583#65 - 73
september 6#tigers#5 - 4#zumaya (6 - 3)#23066#66 - 73
september 8#rangers#7 - 2#millwood (14 - 10)#28646#67 - 73
september 9#rangers#3 - 2#rheinecker (4 - 6)#33454#68 - 73
september 10#rangers#4 - 2#huber (1 - 1)#34321#68 - 74
september 11#blue jays#6 - 2#woods (4 - 3)#24462#68 - 75
september 12#blue jays#4 - 2#marcum (2 - 4)#26144#69 - 75
september 13#blue jays#10 - 0#baek (3 - 1)#26225#69 - 76
september 14#royals#10 - 8#washburn (8 - 14)#8839#69 - 77
september 15#royals#11 - 8#braun (0 - 1)#16412#70 - 77
september 16#royals#7 - 4#piñeiro (8 - 12)#12116#70 - 78
september 17#royals#10 - 5#gobble (3 - 6)#9817#71 - 78
september 18#rangers#8 - 1#hernández (11 - 14)#18214#71 - 79
september 19#rangers#9 - 7#wilson (2 - 1)#18551#72 - 79
september 20#rangers#6 - 3#tejeda (4 - 4)#26006#73 - 79
september 21#white sox#9 - 0#vázquez (11 - 10)#33976#74 - 79
september 22#white sox#11 - 6#contreras (13 - 9)#37557#75 - 79
september 23#white sox#11 - 7#piñeiro (8 - 13)#37400#75 - 80
september 24#white sox#12 - 7#feierabend (0 - 1)#37518#75 - 81
september 25#athletics#10 - 9#calero (3 - 2)#20982#76 - 81
september 26#athletics#12 - 3#jake woods (6 - 4)#19604#76 - 82
september 27#athletics#7 - 6#sherrill (2 - 4)#23421#76 - 83
september 29#rangers#6 - 5#fruto (2 - 2)#30766#76 - 84
september 30#rangers#3 - 1#millwood (16 - 12)#23310#77 - 84
