date#h / a / n#opponent#score#record
march 6#a#buffalo braves#109 - 120#12 - 61
march 7#a#detroit pistons#104 - 100#13 - 61
march 9#h#philadelphia 76ers#113 - 124#13 - 62
march 12#h#atlanta hawks#107 - 119#13 - 63
march 14#h#cincinnati royals#103 - 115#13 - 64
march 16#h#san francisco warriors#108 - 103#14 - 64
march 17#a#baltimore bullets#109 - 113#14 - 65
march 20#h#detroit pistons#114 - 103#15 - 65
march 21#h#portland trail blazers#110 - 113#15 - 66
march 23#h#portland trail blazers#112 - 114#15 - 67
