rank#title#studio#director#worldwide gross
1#independence day#20th century fox#roland emmerich#$817400 , 891
2#twister#warner bros. / universal studios#jan de bont#$494471 , 524
3#mission : impossible#paramount pictures#brian de palma#$457696 , 359
4#the rock#hollywood pictures#michael bay#$335062 , 621
5#the hunchback of notre dame#walt disney pictures#kirk wise , gary trousdale#$325338 , 851
6#101 dalmatians#walt disney pictures / great oaks#stephen herek#$320689 , 294
7#ransom#touchstone pictures / image entertainment#ron howard#$309492 , 681
8#the nutty professor#universal pictures#tom shadyac#$273961 , 019
9#jerry maguire#tristar pictures#cameron crowe#$273552 , 592
10#eraser#warner bros#chuck russell#$242295 , 562
11#the english patient#miramax films#anthony minghella#$231976 , 425
12#space jam#warner bros#joe pytka#$230418 , 342
13#the birdcage#united artists#mike nichols#$185260 , 553
14#the first wives club#paramount pictures#hugh wilson#$181490 , 000
15#scream#dimension films#wes craven#$173046 , 663
16#sleepers#warner bros#barry levinson#$165615 , 285
17#daylight#universal pictures#rob cohen#$159212 , 469
18#a time to kill#warner bros#joel schumacher#$152266 , 007
19#phenomenon#buena vista#jon turteltaub#$152036 , 382
20#broken arrow#20th century fox#john woo#$150270 , 147
