name#number#position#height#year#hometown
shayra brown#20#point guard#5 - 9#fr#brooklyn , new york
korina chapman#33#forward#5 - 11#fr#albuquerque , new mexico
kristen doherty#21#guard / forward#5 - 11#fr#holtsville , new york
alyssa fressle#1#guard#5 - 10#rsjr#highlands ranch , colorado
tessah holt#3#guard#5 - 5#rsfr#fayetteville , georgia
stephanie murphy#32#forward / center#6 - 4#sr#londonderry , new hampshire
tiffany ruffin#31#point guard#5 - 7#fr#winnacunnet , new hampshire
katie zenevitch#45#forward / center#6 - 3#fr#methuen , massachusetts
kerri shields#10#guard#5 - 9#so#radnor , pennsylvania
jaclyn thoman#11#guard#5 - 9#sr#highlands ranch , colorado
carolyn swords#30#center#6 - 6#sr#sudbury , massachusetts
