date#visitor#score#home#decision#attendance#record
october 3#dallas#3 - 4#colorado#turco#17487#0 - 1 - 0
october 5#boston#1 - 4#dallas#turco#18532#1 - 1 - 0
october 6#dallas#1 - 5#nashville#smith#13079#1 - 2 - 0
october 10#los angeles#1 - 5#dallas#turco#16129#2 - 2 - 0
october 12#calgary#3 - 2#dallas#turco#17132#2 - 2 - 1
october 13#dallas#1 - 2#chicago#stephan#11868#2 - 2 - 2
october 17#dallas#3 - 2#columbus#smith#11820#3 - 2 - 2
october 20#anaheim#1 - 3#dallas#turco#18057#4 - 2 - 2
october 25#dallas#1 - 2#los angeles#turco#14559#4 - 3 - 2
october 27#dallas#5 - 3#phoenix#smith#13741#5 - 3 - 2
october 29#san jose#4 - 2#dallas#turco#17546#5 - 4 - 2
october 31#chicago#5 - 4#dallas#smith#14756#5 - 5 - 2
