date#visitor#score#home#record
november 12#chicago black hawks#2 - 1#toronto maple leafs#1 - 0 - 0
november 15#new york americans#1 - 1#chicago black hawks#1 - 0 - 1
november 18#toronto maple leafs#1 - 1#chicago black hawks#1 - 0 - 2
november 22#montreal maroons#2 - 4#chicago black hawks#2 - 0 - 2
november 24#chicago black hawks#1 - 1#new york rangers#2 - 0 - 3
november 26#chicago black hawks#0 - 1#boston bruins#2 - 1 - 3
november 29#new york rangers#5 - 0#chicago black hawks#2 - 2 - 3
december 2#montreal canadiens#1 - 2#chicago black hawks#3 - 2 - 3
december 6#chicago black hawks#0 - 2#new york americans#3 - 3 - 3
december 8#chicago black hawks#1 - 1#montreal canadiens#3 - 3 - 4
december 13#boston bruins#3 - 0#chicago black hawks#3 - 4 - 4
december 16#detroit falcons#1 - 4#chicago black hawks#4 - 4 - 4
december 17#chicago black hawks#1 - 4#detroit falcons#4 - 5 - 4
december 20#toronto maple leafs#0 - 1#chicago black hawks#5 - 5 - 4
december 22#chicago black hawks#1 - 1#montreal maroons#5 - 5 - 5
december 27#chicago black hawks#1 - 3#new york rangers#5 - 6 - 5
december 29#chicago black hawks#3 - 3#boston bruins#5 - 6 - 6
january 1#new york americans#2 - 3#chicago black hawks#6 - 6 - 6
january 3#new york rangers#1 - 1#chicago black hawks#6 - 6 - 7
january 6#detroit falcons#2 - 4#chicago black hawks#7 - 6 - 7
january 10#boston bruins#1 - 1#chicago black hawks#7 - 6 - 8
january 13#montreal canadiens#2 - 1#chicago black hawks#7 - 7 - 8
january 14#chicago black hawks#0 - 2#detroit falcons#7 - 8 - 8
january 17#montreal maroons#3 - 3#chicago black hawks#7 - 8 - 9
january 19#chicago black hawks#3 - 2#boston bruins#8 - 8 - 9
january 21#chicago black hawks#1 - 0#new york americans#9 - 8 - 9
january 23#chicago black hawks#3 - 3#montreal maroons#9 - 8 - 10
january 27#detroit falcons#1 - 2#chicago black hawks#10 - 8 - 10
january 28#chicago black hawks#2 - 4#detroit falcons#10 - 9 - 10
january 31#new york rangers#3 - 0#chicago black hawks#10 - 10 - 10
february 3#toronto maple leafs#0 - 7#chicago black hawks#11 - 10 - 10
february 7#chicago black hawks#0 - 1#new york rangers#11 - 11 - 10
february 9#chicago black hawks#3 - 1#new york americans#12 - 11 - 10
february 11#chicago black hawks#1 - 4#montreal canadiens#12 - 12 - 10
february 14#chicago black hawks#1 - 3#detroit falcons#12 - 13 - 10
february 17#montreal canadiens#3 - 1#chicago black hawks#12 - 14 - 10
february 20#boston bruins#1 - 2#chicago black hawks#13 - 14 - 10
february 24#montreal maroons#1 - 3#chicago black hawks#14 - 14 - 10
february 27#chicago black hawks#2 - 4#toronto maple leafs#14 - 15 - 10
march 1#chicago black hawks#0 - 1#montreal maroons#14 - 16 - 10
march 4#new york americans#1 - 6#chicago black hawks#15 - 16 - 10
march 6#new york rangers#3 - 4#chicago black hawks#16 - 16 - 10
march 8#chicago black hawks#1 - 6#new york rangers#16 - 17 - 10
march 10#chicago black hawks#3 - 2#boston bruins#17 - 17 - 10
march 12#chicago black hawks#0 - 1#montreal canadiens#17 - 18 - 10
march 16#detroit falcons#1 - 1#chicago black hawks#17 - 18 - 11
march 19#chicago black hawks#3 - 11#toronto maple leafs#17 - 19 - 11
march 20#boston bruins#0 - 1#chicago black hawks#18 - 19 - 11
