rank#title#studio#director#worldwide gross
1#titanic#paramount / 20th century fox#james cameron#$1843 , 201268
2#the lost world : jurassic park#universal#steven spielberg#$618638 , 999
3#men in black#columbia / amblin#barry sonnenfeld#$589390 , 539
4#tomorrow never dies#united artists#roger spottiswoode#$333011 , 068
5#air force one#columbia#wolfgang petersen#$315156 , 409
6#as good as it gets#tristar / gracie#james l. brooks#$314178 , 011
7#liar liar#universal#tom shadyac#$302710 , 615
8#my best friend 's wedding#tristar#p.j. hogan#$299288 , 605
9#the fifth element#columbia / gaumont#luc besson#$263900 , 000
10#the full monty#fox searchlight#peter cattaneo#$257850 , 122
11#hercules#disney#ron clements and john musker#$252712 , 101
12#bean#polygram / gramercy#mel smith#$251212 , 670
13#face / off#paramount#john woo#$245676 , 146
14#batman & robin#warner bros#joel schumacher#$238207 , 122
15#good will hunting#miramax#gus van sant#$225933 , 435
16#con air#touchstone#simon west#$224012 , 234
17#dante 's peak#universal studios#roger donaldson#$178127 , 760
18#flubber#disney#les mayfield#$177977 , 226
19#george of the jungle#disney#sam weisman#$174463 , 257
