pos#player#team#height#weight
g#pat carroll#iowa energy#6 - 5#190
f#trey gilder#maine red claws#6 - 9#185
f#carlos powell#albuquerque thunderbirds#6 - 7#225
f#romel beck#dakota wizards#6 - 8#195
f#brian butch#bakersfield jam#6 - 11#240
f#desmon farmer#reno bighorns#6 - 5#210
f#mike harris#rio grande valley vipers#6 - 6#235
g#donell taylor#idaho stampede#6 - 5#215
g#curtis jerrells#austin toros#6 - 1#195
g#mustafa shakur#tulsa 66ers#6 - 3#190
f#diamon simpson#los angeles d - fenders#6 - 7#230
f#reggie williams#sioux falls skyforce#6 - 6#210
g#dontell jefferson#utah flash#6 - 5#190
