spacecraft#spacewalker#start – utc#end – utc#duration#comments
salyut 7 – pe - 1 – eva 1#lebedev , berezevoi#30 july 1982 02:39#30 july 1982 05:12#2 h , 33 min#retrieve experiments
salyut 7 – pe - 2 – eva 1#lyakhov , alexandrov#1 november 1983 04:47#1 november 1983 07:36#2 h , 50 min#add solar array
salyut 7 – pe - 2 – eva 2#lyakhov , alexandrov#3 november 1983 03:47#3 november 1983 06:62#2 h , 55 min#add solar array
salyut 7 – pe - 3 – eva 1#kizim , solovyov#23 april 1984 04:31#23 april 1984 08:46#4 h , 20 min#odu repair
salyut 7 – pe - 3 – eva 2#kizim , solovyov#26 april 1984 02:40#26 april 1984 07:40#4 h , 56 min#repair odu
salyut 7 – pe - 3 – eva 3#kizim , solovyov#29 april 1984 01:35#29 april 1984 04:20#2 h , 45 min#repair odu
salyut 7 – pe - 3 – eva 4#kizim , solovyov#3 may 1984 23:15#4 may 1984 02:00#2 h , 45 min#repair odu
salyut 7 – pe - 3 – eva 5#kizim , solovyov#18 may 1984 17:52#18 may 1984 20:57#3 h , 05 min#add solar array
salyut 7 – ve - 4 – eva 1#savitskaya , dzhanibekov#25 july 1984 14:55#25 july 1984 18:29#3 h , 35 min#first woman eva
salyut 7 – pe - 3 – eva 6#kizim , solovyov#8 august 1984 08:46#8 august 1984 13:46#5 h , 00 min#complete odu repair
salyut 7 – pe - 4 – eva 1#dzhanibekov , savinykh#2 august 1985 07:15#2 august 1985 12:15#5 h , 00 min#augment solar arrays
salyut 7 – pe - 6 – eva 1#kizim , solovyov#28 may 1986 05:43#28 may 1986 09:33#3 h , 50 min#test truss , retrieve samples
