name#dates active#windspeeds#pressure#deaths
01#october 6— 8#35km / h (25mph)#1006hpa (29.71inhg)#none
asma#october 15— 24#85km / h (50mph)#988hpa (29.18inhg)#1
bernard#november 13– 21#65km / h (40mph)#995hpa (29.39inhg)#none
cinda#december 13– 24#95km / h (60mph)#985hpa (29.09inhg)#none
dongo#january 7–12#95km / h (60mph)#984hpa (29.06inhg)#none
eric#january 16– 22#95km / h (60mph)#991hpa (29.27inhg)#2
fanele#january 17– 22#185km / h (115mph)#930hpa (27.46inhg)#10
gael#february 1– 9#185km / h (115mph)#930hpa (27.46inhg)#2
hina#february 20– 26#105km / h (65mph)#976hpa (28.82inhg)#none
10#march 6– 10#55km / h (35mph)#997hpa (29.44inhg)#none
izilda#march 22– 27#110km / h (70mph)#978hpa (28.88inhg)#none
jade#april 3– 10#110km / h (70mph)#975hpa (28.50inhg)#15
