date#visitor#score#home#record
october 11#chicago black hawks#1 - 3#detroit red wings#0 - 1 - 0
october 12#new york rangers#3 - 0#chicago black hawks#0 - 2 - 0
october 14#toronto maple leafs#1 - 0#chicago black hawks#0 - 3 - 0
october 18#chicago black hawks#1 - 1#montreal canadiens#0 - 3 - 1
october 21#chicago black hawks#1 - 4#new york rangers#0 - 4 - 1
october 25#chicago black hawks#1 - 3#detroit red wings#0 - 5 - 1
october 27#chicago black hawks#2 - 5#toronto maple leafs#0 - 6 - 1
october 30#boston bruins#0 - 4#chicago black hawks#1 - 6 - 1
november 1#chicago black hawks#2 - 5#boston bruins#1 - 7 - 1
november 3#chicago black hawks#0 - 6#montreal canadiens#1 - 8 - 1
november 4#montreal canadiens#1 - 0#chicago black hawks#1 - 9 - 1
november 8#toronto maple leafs#2 - 5#chicago black hawks#2 - 9 - 1
november 10#chicago black hawks#1 - 4#toronto maple leafs#2 - 10 - 1
november 11#detroit red wings#3 - 1#chicago black hawks#2 - 11 - 1
november 15#boston bruins#5 - 3#chicago black hawks#2 - 12 - 1
november 17#chicago black hawks#6 - 3#toronto maple leafs#3 - 12 - 1
november 18#new york rangers#2 - 2#chicago black hawks#3 - 12 - 2
november 22#montreal canadiens#3 - 5#chicago black hawks#4 - 12 - 2
november 24#chicago black hawks#2 - 3#detroit red wings#4 - 13 - 2
november 25#detroit red wings#3 - 3#chicago black hawks#4 - 13 - 3
november 29#boston bruins#2 - 0#chicago black hawks#4 - 14 - 3
december 1#chicago black hawks#0 - 7#montreal canadiens#4 - 15 - 3
december 2#chicago black hawks#2 - 3#boston bruins#4 - 16 - 3
december 5#chicago black hawks#2 - 2#new york rangers#4 - 16 - 4
december 7#montreal canadiens#3 - 1#chicago black hawks#4 - 17 - 4
december 9#toronto maple leafs#2 - 1#chicago black hawks#4 - 18 - 4
december 13#chicago black hawks#2 - 3#boston bruins#4 - 19 - 4
december 15#chicago black hawks#1 - 5#detroit red wings#4 - 20 - 4
december 16#detroit red wings#1 - 3#chicago black hawks#5 - 20 - 4
december 21#new york rangers#3 - 2#chicago black hawks#5 - 21 - 4
december 23#boston bruins#1 - 4#chicago black hawks#6 - 21 - 4
december 25#chicago black hawks#4 - 2#boston bruins#7 - 21 - 4
december 27#chicago black hawks#2 - 3#new york rangers#7 - 22 - 4
december 29#chicago black hawks#3 - 6#toronto maple leafs#7 - 23 - 4
december 30#toronto maple leafs#0 - 2#chicago black hawks#8 - 23 - 4
january 1#montreal canadiens#6 - 2#chicago black hawks#8 - 24 - 4
january 3#chicago black hawks#3 - 3#montreal canadiens#8 - 24 - 5
january 5#chicago black hawks#1 - 4#new york rangers#8 - 25 - 5
january 6#boston bruins#4 - 4#chicago black hawks#8 - 25 - 6
january 11#new york rangers#7 - 4#chicago black hawks#8 - 26 - 6
january 12#chicago black hawks#3 - 4#toronto maple leafs#8 - 27 - 6
january 13#toronto maple leafs#1 - 1#chicago black hawks#8 - 27 - 7
january 19#detroit red wings#3 - 2#chicago black hawks#8 - 28 - 7
january 20#montreal canadiens#2 - 4#chicago black hawks#9 - 28 - 7
january 24#chicago black hawks#2 - 6#detroit red wings#9 - 29 - 7
january 26#chicago black hawks#4 - 4#montreal canadiens#9 - 29 - 8
january 27#new york rangers#3 - 2#chicago black hawks#9 - 30 - 8
january 30#chicago black hawks#7 - 2#new york rangers#10 - 30 - 8
january 31#chicago black hawks#0 - 2#boston bruins#10 - 31 - 8
february 2#chicago black hawks#3 - 3#toronto maple leafs#10 - 31 - 9
february 3#chicago black hawks#3 - 6#chicago black hawks#11 - 31 - 9
february 7#new york rangers#4 - 4#chicago black hawks#11 - 31 - 10
february 9#chicago black hawks#0 - 3#detroit red wings#11 - 32 - 10
february 10#detroit red wings#2 - 2#chicago black hawks#11 - 32 - 11
february 16#boston bruins#5 - 6#chicago black hawks#12 - 32 - 11
february 17#montreal canadiens#3 - 2#chicago black hawks#12 - 33 - 11
february 23#detroit red wings#3 - 4#chicago black hawks#13 - 33 - 11
february 24#boston bruins#3 - 4#chicago black hawks#14 - 33 - 11
february 27#chicago black hawks#6 - 6#new york rangers#14 - 33 - 12
february 28#chicago black hawks#0 - 4#boston bruins#14 - 34 - 12
march 2#chicago black hawks#4 - 3#toronto maple leafs#15 - 34 - 12
march 3#toronto maple leafs#0 - 0#chicago black hawks#15 - 34 - 13
march 7#new york rangers#2 - 2#chicago black hawks#15 - 34 - 14
march 9#chicago black hawks#4 - 6#montreal canadiens#15 - 35 - 14
march 10#montreal canadiens#1 - 3#chicago black hawks#16 - 35 - 14
march 12#detroit red wings#4 - 3#chicago black hawks#16 - 36 - 14
march 14#chicago black hawks#2 - 3#detroit red wings#16 - 37 - 14
march 17#chicago black hawks#2 - 6#boston bruins#16 - 38 - 14
march 23#chicago black hawks#0 - 3#montreal canadiens#16 - 39 - 14
march 24#chicago black hawks#4 - 4#new york rangers#16 - 39 - 15
