date#opponent#score#loss#attendance#record
june 1#red sox#11 - 8#white (0 - 1)#26890#32 - 26
june 3#cardinals#11 - 5#escobar (2 - 3)#28907#32 - 27
june 4#cardinals#8 - 5#lidle (8 - 4)#28840#32 - 28
june 5#cardinals#13 - 5#hendrickson (4 - 5)#33729#32 - 29
june 6#reds#9 - 2#riedling (0 - 3)#28281#33 - 29
june 7#reds#9 - 8#politte (1 - 4)#30158#33 - 30
june 8#reds#5 - 0#haynes (0 - 5)#25633#34 - 30
june 10#pirates#13 - 8#benson (5 - 7)#14090#35 - 30
june 11#pirates#8 - 5#d'amico (4 - 7)#32036#36 - 30
june 12#pirates#5 - 4#suppan (5 - 6)#15015#37 - 30
june 13#cubs#5 - 1#wood (5 - 5)#23018#38 - 30
june 14#cubs#4 - 2#davis (3 - 4)#33167#38 - 31
june 15#cubs#5 - 4 (10)#guthrie (0 - 3)#34221#39 - 31
june 17#orioles#postponed (rain) rescheduled for july 3#postponed (rain) rescheduled for july 3#postponed (rain) rescheduled for july 3#postponed (rain) rescheduled for july 3
june 18#orioles#6 - 2#daal (4 - 8)#28828#40 - 31
june 19#orioles#6 - 1#helling (4 - 5)#24218#41 - 31
june 20#expos#8 - 4#vázquez (6 - 5)#11355#42 - 31
june 21#expos#8 - 5#politte (1 - 5)#11483#42 - 32
june 22#expos#4 - 2#hernández (6 - 6)#15508#43 - 32
june 23#orioles#13 - 4#daal (4 - 9)#17555#44 - 32
june 24#orioles#6 - 4#escobar (5 - 4)#17425#44 - 33
june 25#orioles#9 - 2#lidle (10 - 5)#37248#44 - 34
june 26#orioles#13 - 8#driskill (1 - 3)#19098#45 - 34
june 27#expos#6 - 5#manon (0 - 1)#24024#46 - 34
june 28#expos#4 - 2#davis (4 - 5)#33334#46 - 35
june 29#expos#10 - 2#escobar (5 - 5)#37354#46 - 36
june 30#tigers#6 - 2#lidle (10 - 6)#13353#46 - 37
