date#visitor#score#home#record
march 2#pittsburgh#4 - 5#philadelphia#39 - 20 - 6
march 5#pittsburgh#1 - 3#ny rangers#39 - 21 - 6
march 9#boston#2 - 3#pittsburgh#40 - 21 - 6
march 11#los angeles#3 - 4#pittsburgh#41 - 21 - 6
march 14#pittsburgh#3 - 2#ny islanders#42 - 21 - 6
march 18#washington#5 - 7#pittsburgh#43 - 21 - 6
march 20#philadelphia#3 - 9#pittsburgh#44 - 21 - 6
march 21#pittsburgh#6 - 4#edmonton#45 - 21 - 6
march 23#san jose#2 - 7#pittsburgh#46 - 21 - 6
march 25#new jersey#3 - 4#pittsburgh#47 - 21 - 6
march 27#pittsburgh#5 - 3#boston#48 - 21 - 6
march 28#pittsburgh#4 - 1#washington#49 - 21 - 6
march 30#ottawa#4 - 6#pittsburgh#50 - 21 - 6
