conference# of bids#record#win %#round of 32#sweet sixteen#elite eight#final four#championship game
southeastern#6#9–6#.600#6#3#2#1#–
atlantic coast#5#4–5#.444#4#2#1#–#–
big ten#4#8–4#.667#4#2#2#2#1
pacific - 10#4#4–4#.500#4#2#–#–#–
big eight#4#3–4#.429#2#1#1#–#–
big east#3#3–3#.500#2#1#–#–#–
southwest#2#5–1#.833#2#1#1#1#1
sun belt#2#4–2#.667#2#2#1#–#–
western athletic#2#0–2#–#–#–#–#–#–
missouri valley#1#2–1#.667#1#1#–#–#–
atlantic 10#1#1–1#.500#1#–#–#–#–
big west#1#1–1#.500#1#–#–#–#–
colonial#1#1–1#.500#1#–#–#–#–
metro#1#1–1#.500#1#–#–#–#–
southland#1#1–1#.500#1#1#–#–#–
