series#season#title#directed by#written by#original air date
67#1#shocking#stephen williams#larry raskin#september 26 , 1999
68#2#sacrifices#stephen williams#will dixon#october 3 , 1999
69#3#happy birthday , matt praeger#luc chalifour#larry raskin#october 10 , 1999
70#4#soul survivor#ross clyde#rick drew#october 17 , 1999
71#5#883#ron oliver#damian kindler#october 24 , 1999
72#6#once upon a time in the west#john bell#damian kindler#october 31 , 1999
73#7#body and soul#john bell#andrea moodie#november 7 , 1999
74#8#temple of light#ron oliver#andrea moodie#november 14 , 1999
75#9#inertia#randy bradshaw#will dixon#november 21 , 1999
76#10#nocturnal cabal#steve dimarco#damian kindler#november 28 , 1999
77#11#'til death do us part#luc chalifour#sarah dodd#january 22 , 2000
78#12#tyler / tim#randy bradshaw#rick drew#january 29 , 2000
79#13#super sargasso sea#larry mclean#andrea moodie#february 5 , 2000
80#14#persistence of vision#ron oliver#will dixon#february 12 , 2000
81#15#geocore#jon cassar#martin m boricky#february 19 , 2000
82#16#gone fishing#ron oliver#larry raskin & aaron woodley#february 26 , 2000
83#17#chiaroscuro#alan gough#andrea moodie#april 15 , 2000
84#18#regeneration#will dixon#damian kindler#april 22 , 2000
85#19#wendigo#john bell#mark leiren - young#april 29 , 2000
86#20#elevator#ron oliver#larry raskin#may 6 , 2000
87#21#force majeure#john bell#will dixon & damian kindler#may 13 , 2000
88#22#stone dreams#ron oliver#larry raskin & andrea moodie#may 20 , 2000
