date#opponent#score#loss#attendance#record
april 5#mets#3 - 0#nied (0 - 1)#53127#0 - 1
april 7#mets#6 - 1#ruffin (0 - 1)#27290#0 - 2
april 9#expos#11 - 4#bottenfield (0 - 1)#80227#1 - 2
april 10#expos#9 - 5#martínez (0 - 2)#65261#2 - 2
april 11#expos#19 - 9#henry (0 - 1)#66987#2 - 3
april 13#mets#8 - 4#holmes (0 - 1)#52087#2 - 4
april 14#mets#6 - 3#smith (1 - 1)#57489#2 - 5
april 15#mets#5 - 3#gooden (1 - 2)#52608#3 - 5
april 16#expos#3 - 2#henry (0 - 2)#17483#3 - 6
april 17#expos#9 - 1#martínez (0 - 3)#23166#4 - 6
april 18#expos#4 - 2#wayne (0 - 1)#25034#4 - 7
april 20#cardinals#5 - 0#smith (1 - 2)#30516#4 - 8
april 21#cardinals#11 - 2#magrane (0 - 2)#25434#5 - 8
april 22#cardinals#5 - 2#wayne (0 - 2)#34218#5 - 9
april 23#marlins#5 - 4#hammond (0 - 3)#57784#6 - 9
april 24#marlins#2 - 1#ashby (0 - 1)#58263#6 - 10
april 25#marlins#11 - 1#smith (1 - 3)#71192#6 - 11
april 26#cubs#6 - 3#nied (3 - 2)#48768#6 - 12
april 27#cubs#11 - 2#morgan (1 - 4)#48328#7 - 12
april 28#cardinals#7 - 6#holmes (0 - 2)#49765#7 - 13
april 29#cardinals#5 - 2#ashby (0 - 2)#57472#7 - 14
april 30#marlins#6 - 2#bowen (2 - 2)#42535#8 - 14
