date#opponent#score#loss#time#att#record
july 1#twins#8 - 3#blair (0 - 3)#2:41#21031#32 - 46
july 3#royals#8 - 4#durbin (6 - 7)#2:55#23824#33 - 46
july 4#royals#6 - 4#bailey (1 - 1)#3:22#27115#34 - 46
july 5#royals#7 - 1#wilson (2 - 1)#2:20#22281#35 - 46
july 6#cubs#15 - 9#nitkowski (0 - 2)#3:49#39906#35 - 47
july 7#cubs#10 - 6#blair (0 - 4)#3:09#39697#35 - 48
july 8#cubs#9 - 6#heredia (2 - 1)#2:59#38729#36 - 48
july 12#cardinals#7 - 5#kile (9 - 7)#3:14#35554#37 - 48
july 13#cardinals#4 - 1#matthews (3 - 4)#2:32#38667#38 - 48
july 14#cardinals#3 - 2#lima (2 - 3)#2:36#47176#38 - 49
july 15#reds#8 - 5#nichting (0 - 3)#3:07#24719#39 - 49
july 16#reds#9 - 1#pettyjohn (0 - 1)#2:28#19757#39 - 50
july 17#reds#3 - 1#reitsma (4 - 9)#2:58#19933#40 - 50
july 18#yankees#8 - 5#sparks (7 - 4)#2:49#14800#40 - 51
july 18#yankees#12 - 4#lilly (3 - 3)#3:11#33216#41 - 51
july 19#yankees#11 - 2#pettitte (9 - 6)#2:38#35320#42 - 51
july 20#indians#7 - 3#westbrook (2 - 2)#3:03#42520#43 - 51
july 21#indians#8 - 4#pettyjohn (0 - 2)#2:31#42316#43 - 52
july 22#indians#6 - 3#weaver (9 - 9)#3:07#42462#43 - 53
july 24#yankees#5 - 3#sparks (7 - 5)#2:58#34519#43 - 54
july 25#yankees#4 - 2#lima (3 - 4)#2:40#34480#43 - 55
july 26#yankees#14 - 8#holt (7 - 8)#3:13#45221#43 - 56
july 27#indians#7 - 4#pettyjohn (0 - 3)#2:57#39504#43 - 57
july 28#indians#6 - 4#murray (0 - 4)#3:09#27643#43 - 58
july 28#indians#4 - 2#woodard (1 - 1)#2:44#34916#44 - 58
july 29#indians#8 - 3#burba (9 - 8)#2:38#32918#45 - 58
july 31#mariners#4 - 2#sele (12 - 3)#2:24#30022#46 - 58
