edition#round#date#surface#opponent#result
1984 world group i#r1#15 july 1984#clay#anne hobbs#6 - 4 , 3 - 6 , 6 - 2
1984 world group i#r2#16 july 1984#clay#svetlana cherneva#7 - 6 , 6 - 3
1984 world group i#qf#18 july 1984#clay#sabrina goleš#4 - 6 , 5 - 7
1985 world group i#r1#6 october 1985#hard#elena eliseenko#6 - 4 , 6 - 2
1985 world group i#r2#8 october 1985#hard#mima jaušovec#6 - 4 , 6 - 2
1985 world group i#qf#10 october 1985#hard#jo durie#6 - 2 , 4 - 6 , 8 - 6
1985 world group i#sf#12 october 1985#hard#helena suková#6 - 3 , 7 - 6 (8 - 6)
1986 world group i#r1#20 july 1986#clay#natasha zvereva#4 - 6 , 6 - 1 , 6 - 2
1986 world group i#r2#21 july 1986#clay#nathalie tauziat#7 - 6 (7 - 5) , 7 - 6 (8 - 6)
1986 world group i#qf#23 july 1986#clay#bettina bunge#6 - 2 , 3 - 6 , 3 - 6
1987 world group i#r1#26 july 1987#hard#olga tsarbopoulou#6 - 0 , 6 - 0
1987 world group i#r2#27 july 1987#hard#suzanna anggarkusuma#6 - 1 , 6 - 1
1987 world group i#qf#29 july 1987#hard#anne minter#6 - 2 , 6 - 2
1987 world group i#sf#31 july 1987#hard#pam shriver#3 - 6 , 6 - 7
1989 world group i#r1#1 october 1989#hard#im sook - ja#6 - 2 , 6 - 2
1989 world group i#r2#3 october 1989#hard#patricia tarabini#6 - 1 , 6 - 0
1989 world group i#qf#5 october 1989#hard#elizabeth smylie#6 - 2 , 6 - 1
1991 world group i#r1#22 july 1991#hard#virág csurgó#6 - 0 , 6 - 2
1991 world group i#r2#24 july 1991#hard#mary joe fernández#2 - 6 , 1 - 6
1992 world group i#r1#14 july 1992#clay#nicole bradtke#6 - 3 , 4 - 6 , 0 - 6
1992 world group i#rpo#16 july 1992#clay#irina spîrlea#6 - 1 , 6 - 0
1992 world group i#rpo#17 july 1992#clay#andrea temesvári#6 - 3 , 6 - 4
1993 world group i#r1#19 july 1993#clay#kim yeon - sook#6 - 0 , 6 - 2
1993 world group i#r2#21 july 1993#clay#inés gorrochategui#1 - 6 , 5 - 7
1994 world group i#r1#19 july 1994#clay#nadin ercegović#6 - 0 , 6 - 3
1994 world group i#r2#21 july 1994#clay#romana tedjakusuma#6 - 2 , 6 - 1
1994 world group i#qf#22 july 1994#clay#julie halard#3 - 6 , 6 - 3 , 2 - 6
1995 world group i#qf#22 april 1995#carpet (i)#arantxa sánchez vicario#3 - 6 , 3 - 6
1995 world group i#qf#23 april 1995#carpet (i)#conchita martínez#2 - 6 , 1 - 6
