date#visitor#score#home#leading scorer#attendance#record
2 november 2007#nuggets#99 - 91#timberwolves#carmelo anthony (33)#19443#2 - 0
4 november 2007#hornets#93 - 88#nuggets#allen iverson (23)#13156#2 - 1
6 november 2007#nuggets#112 - 119#knicks#allen iverson (32)#19763#2 - 2
7 november 2007#nuggets#93 - 119#celtics#allen iverson (22)#18624#2 - 3
9 november 2007#nuggets#118 - 92#wizards#carmelo anthony (32)#20173#3 - 3
10 november 2007#nuggets#113 - 106#pacers#carmelo anthony (32)#12748#4 - 3
12 november 2007#cavaliers#100 - 122#nuggets#allen iverson (37)#19155#5 - 3
14 november 2007#trail blazers#93 - 110#nuggets#carmelo anthony (25)#13289#6 - 3
17 november 2007#knicks#83 - 115#nuggets#carmelo anthony (24)#19679#7 - 3
20 november 2007#bulls#91 - 112#nuggets#carmelo anthony (26)#17106#8 - 3
21 november 2007#nuggets#90 - 101#clippers#allen iverson (29)#17221#8 - 4
23 november 2007#timberwolves#93 - 99#nuggets#carmelo anthony (31)#17097#9 - 4
24 november 2007#nuggets#81 - 109#rockets#allen iverson (18)#18228#9 - 5
27 november 2007#pacers#112 - 110#nuggets#allen iverson (26)#13274#9 - 6
29 november 2007#nuggets#99 - 127#lakers#carmelo anthony (23)#18997#9 - 7
30 november 2007#clippers#107 - 123#nuggets#allen iverson (26)#14230#10 - 7
