tie no#home team#score#away team#date
1#preston north end#0 - 2#wrexham#17 december 1977
2#watford#2 - 0#colchester united#17 december 1977
3#walsall#1 - 1#port vale#17 december 1977
replay#port vale#1 - 3#walsall#19 december 1977
4#gillingham#1 - 1#peterborough united#17 december 1977
replay#peterborough united#2 - 0#gillingham#20 december 1977
5#grimsby town#2 - 0#barnsley#17 december 1977
6#crewe alexandra#0 - 0#scarborough#17 december 1977
replay#scarborough#2 - 0#crewe alexandra#21 december 1977
7#swindon town#2 - 1#brentford#17 december 1977
8#shrewsbury town#1 - 1#stockport county#17 december 1977
replay#stockport county#1 - 2#shrewsbury town#19 december 1977
9#northampton town#0 - 2#enfield#17 december 1977
10#portsmouth#2 - 2#swansea city#17 december 1977
replay#swansea city#2 - 1#portsmouth#20 december 1977
11#plymouth argyle#1 - 0#cambridge united#17 december 1977
12#carlisle united#3 - 1#chester#17 december 1977
13#blyth spartans#1 - 0#chesterfield#17 december 1977
14#minehead#0 - 3#exeter city#17 december 1977
15#wealdstone#2 - 1#reading#17 december 1977
16#rotherham united#6 - 0#spennymoor united#17 december 1977
17#wigan athletic#1 - 0#sheffield wednesday#17 december 1977
18#nuneaton borough#1 - 2#tilbury#17 december 1977
19#ap leamington#0 - 0#southend united#17 december 1977
replay#southend united#4 - 0#ap leamington#19 december 1977
20#hartlepool united#4 - 2#runcorn#17 december 1977
