date#opponent#score#loss#attendance#record
june 1#white sox#6 - 2#escobar (4 - 3)#20399#24 - 29
june 2#white sox#9 - 7#snyder (6 - 4)#22197#25 - 29
june 3#white sox#10 - 3#hentgen (4 - 4)#33673#25 - 30
june 4#expos#6 - 2#ayala (0 - 5)#24147#26 - 30
june 5#expos#5 - 0#hamilton (0 - 3)#28112#26 - 31
june 6#expos#9 - 2#hermanson (3 - 5)#24392#27 - 31
june 7#mets#8 - 2#halladay (4 - 3)#21457#27 - 32
june 8#mets#11 - 3#hentgen (4 - 5)#18984#27 - 33
june 9#mets#4 - 3 (14)#davey (1 - 1)#18254#27 - 34
june 11#phillies#8 - 4#hamilton (0 - 4)#26541#27 - 35
june 12#phillies#7 - 2#escobar (5 - 4)#20449#27 - 36
june 13#phillies#7 - 2#schilling (8 - 4)#28459#28 - 36
june 15#angels#13 - 2#belcher (4 - 6)#21165#29 - 36
june 16#angels#3 - 2#schoeneweis (0 - 1)#22184#30 - 36
june 17#angels#3 - 0#hill (3 - 6)#20465#31 - 36
june 18#royals#6 - 5#hentgen (5 - 6)#24245#31 - 37
june 19#royals#7 - 0#appier (6 - 6)#23369#32 - 37
june 20#royals#2 - 1#service (3 - 2)#24211#33 - 37
june 21#royals#11 - 4#fussell (0 - 4)#20394#34 - 37
june 22#indians#4 - 3#gooden (2 - 3)#22197#35 - 37
june 23#indians#9 - 6#quantrill (0 - 1)#23271#35 - 38
june 24#indians#3 - 0#burba (7 - 3)#26117#36 - 38
june 25#devil rays#11 - 4#wells (8 - 6)#18633#36 - 39
june 26#devil rays#5 - 2#hamilton (1 - 5)#22062#36 - 40
june 27#devil rays#8 - 0#escobar (7 - 5)#20556#36 - 41
june 28#devil rays#3 - 2#eiland (0 - 4)#17727#37 - 41
june 29#orioles#6 - 5 (10)#rhodes (3 - 3)#21421#38 - 41
june 30#orioles#10 - 9 (10)#orosco (0 - 2)#21137#39 - 41
