outcome#date#surface#partnering#opponents in the final#score
winner#april 29 , 2007#clay#andré sá#martín garcía sebastián prieto#3 - 6 , 6 - 2 ,
winner#january 6 , 2008#hard#martín garcía#chris guccione robert smeets#6 - 3 , 3 - 6 ,
winner#february 11 , 2008#clay#andré sá#albert montañés santiago ventura#4 - 6 , 6 - 2 ,
winner#may 18 , 2008#clay#andré sá#julian knowle jürgen melzer#7 - 5 , 6 - 7 (3 - 7) ,
runner - up#june 9 , 2008#grass#andré sá#daniel nestor nenad zimonjić#4 - 6 , 6 - 7 (3 - 7)
winner#august 17 , 2008#hard#andré sá#mahesh bhupathi mark knowles#7 - 5 , 6 - 2
runner - up#march 1 , 2009#hard#andré sá#bob bryan mike bryan#4 - 6 , 4 - 6
winner#may 25 , 2009#clay#andré sá#andrei pavel horia tecău#6 - 7 (9 - 11) , 6 - 2 ,
runner - up#june 14 , 2009#grass#andré sá#wesley moodie mikhail youzhny#4 - 6 , 6 - 4 ,
runner - up#july 26 , 2009#clay#filip polášek#simon aspelin paul hanley#3 - 6 , 3 - 6
runner - up#january 11 , 2010#hard#bruno soares#marcos daniell horia tecău#5 - 7 , 4 - 6
winner#may 22 , 2010#clay#bruno soares#rohan bopanna aisam - ul - haq qureshi#1 - 6 , 6 - 3 ,
runner - up#august 1 , 2010#clay#bruno soares#johan brunström jarkko nieminen#3 - 6 , 7 - 6 (7 - 4) ,
runner - up#september 26 , 2010#hard#bruno soares#dustin brown rogier wassen#3 - 6 , 3 - 6
winner#february 5 , 2011#clay#bruno soares#łukasz kubot oliver marach#6 - 3 , 7 - 6 (7 - 3)
winner#february 12 , 2011#clay#bruno soares#pablo andújar daniel gimeno - traver#7 - 6 (7 - 4) , 6 - 3
runner - up#february 26 , 2011#clay#bruno soares#victor hănescu horia tecău#1 - 6 , 3 - 6
runner - up#september 25 , 2011#hard (i)#lukáš dlouhý#jamie murray andré sá#4 - 6 , 6 - 7 (7 - 9)
runner - up#october 23 , 2011#hard (i)#bruno soares#rohan bopanna aisam - ul - haq qureshi#1 - 6 , 3 - 6
runner - up#february 26 , 2012#hard (i)#ivan dodig#max mirnyi daniel nestor#6 - 4 , 5 - 7 ,
winner#october 21 , 2012#hard (i)#bruno soares#robert lindstedt nenad zimonjić#6 - 7 (4 - 7) , 7 - 5 ,
winner#january 6 , 2013#hard#tommy robredo#eric butorac paul hanley#4 - 6 , 6 - 1 ,
runner - up#july 6 , 2013#grass#ivan dodig#bob bryan mike bryan#6 - 3 , 3 - 6 , 4 - 6 , 4 - 6
winner#13 october 2013#hard#ivan dodig#david marrero fernando verdasco#7 - 6 (7 - 2) , 6 - 7 (6 - 8) ,
