date#visitor#score#home#leading scorer#record
february 1#jazz#w 96 - 87 (ot)#wizards#mehmet okur (27)#29 - 18
february 2#jazz#w 110 - 91 (ot)#grizzlies#carlos boozer (19)#30 - 18
february 4#hornets#w 110 - 88 (ot)#jazz#deron williams (29)#31 - 18
february 6#jazz#w 118 - 115 (ot)#nuggets#deron williams (29)#32 - 18
february 8#jazz#l 104 - 117 (ot)#kings#carlos boozer (23)#32 - 19
february 9#bulls#w 97 - 87 (ot)#jazz#carlos boozer (22)#33 - 19
february 13#jazz#w 112 - 93 (ot)#supersonics#carlos boozer (22)#34 - 19
february 19#warriors#w 119 - 109 (ot)#jazz#deron williams (29)#35 - 19
february 22#jazz#l 104 - 114 (ot)#clippers#deron williams (26)#35 - 20
february 23#hawks#w 100 - 94 (ot)#jazz#carlos boozer (21)#36 - 20
february 26#jazz#l 100 - 111 (ot)#timberwolves#carlos boozer (34)#36 - 21
february 27#pistons#w 103 - 95 (ot)#jazz#mehmet okur (24)#37 - 21
february 29#jazz#l 98 - 110 (ot)#hornets#mehmet okur (23)#37 - 22
