late old english (anglian)#early middle english#late middle english#early modern english#modern english#example
æg , ǣg#/ ai /#/ ai /#/ eː /#/ ei /#dæg >day; grǣg >gray
eg#/ ɛi /#/ ai /#/ eː /#/ ei /#weg >way; regn >rain
ēg#/ ei / > / iː /#/ iː /#/ əi /#/ ai /#ēage >ēge >eye; lēogan >lēgan >lie
æw , aw , agv#/ au /#/ au /#/ ɔː /#/ ɔː /#clawu >claw; lagu >law
ēw , ēow#/ eu /#/ iu /#/ juː /#/ juː /#hrēowan >rue
iw , īw , yw , ȳw#/ iu /#/ iu /#/ juː /#/ juː /#hīw >hue; nīwe >new
ugv , ūgv#/ uː /#/ uː /#/ əu /#/ au /#drugaþ >drouth >drought; būgan >bow / bau /
æh , ah , ag#/ auh /#/ auh /#( → nil) / ɔː /#/ ɔː /#slæht (ws sleaht) + - or >slaughter
æh , ah , ag#/ auh /#/ auh /#( → / f / ) / af /#/ æf /#hlæhtor >laughter
eh#/ ɛih /#/ ɛih /#/ ei / > / eː /#/ ei /#streht >straight
āh , āg , oh , og#/ ɔuh /#/ ɔuh /#( → nil) / ou / > / oː /#/ ɒf / (british) , / ɔːf / (american)#dāg >dāh >dough
āh , āg , oh , og#/ ɔuh /#/ ɔuh /#( → / f / ) / ɔf /#/ ɒf / (british) , / ɔːf / (american)#trog >trough
āhc , ohc , ōhc#/ ɔuh /#/ ɔuh /#/ ɔː /#/ ɔː /#dohtor >daughter; sōhte >sought
ōh , ōg#/ ouh / > / uːh /#/ uːh /#( → nil) / əu /#/ au /#bōg >bough; plōg >plōh >plough
ōh , ōg#/ ouh / > / uːh /#/ uːh /#( → / f / ) / ʊf /#(centralized) / ʌf /#tōh >tough; ruh >rough
