round#overall#player#nationality#club team
1#15#mathieu chouinard#canada#shawinigan cataractes (qmjhl)
2#44#mike fisher#canada#sudbury wolves (ohl)
2#58#chris bala#united states#harvard university (ncaa)
3#74#julien vauclair#switzerland#lugano (switzerland)
4#101#petr schastlivy#russia#yaroslavl torpedo (russia)
5#130#gavin mcleod#canada#kelowna rockets (whl)
6#161#chris neil#canada#north bay centennials (ohl)
7#188#michel periard#canada#shawinigan cataractes (qmjhl)
8#223#sergei verenkin#russia#yaroslavl torpedo (russia)
9#246#rastislav pavlikovsky#slovakia#utah grizzlies (ihl)
