year#title#director#distributor (s)#box office
1984#revenge of the nerds#jeff kanew #20th century fox#$40874 , 452
1985#turk 182#bob clark #20th century fox#$3594 , 997
1985#american geisha 2#lee phillips#cbs#—
1987#outrageous fortune#arthur hiller #touchstone pictures#$52864 , 741
1987#stillwatch 2#rod holcomb #cbs#—
1987#revenge of the nerds ii : nerds in paradise#joe roth #20th century fox#$30063 , 289
1987#three men and a baby#leonard nimoy #touchstone pictures#$167780 , 960
1988#the seventh sign#carl schultz #tristar pictures#$18875 , 011
1988#cocktail#roger donaldson #touchstone pictures#$171504 , 781
1989#bill & ted 's excellent adventure#stephen herek #orion pictures#$40485 , 039
1989#collision course 1#lewis teague #deg#—
1989#renegades#jack sholder #universal pictures#$9015 , 164
1989#blind fury#phillip noyce #tristar pictures#$2692 , 037
1989#my boyfriend 's back 2#paul schneider#nbc#—
1989#an innocent man#peter yates #touchstone pictures#$20047 , 604
1989#a mother 's courage : the mary thomas story 2#john patterson#walt disney television#—
1990#the first power#robert resnikoff#orion pictures#$22424 , 195
1990#bird on a wire#john badham #universal pictures#$138697 , 012
1990#a gnome named gnorm 1#stan winston #vestron pictures#—
1990#three men and a little lady#emile ardolino #touchstone pictures#$71609 , 321
1990#eve of destruction#duncan gibbins #orion pictures#$5451 , 119
1991#the last to go 2#john erman #abc#—
1991#aftermath 2#glenn jordan #cbs#—
1991#class action#michael apted #20th century fox#$28277 , 918
1991#bill & ted 's bogus journey#peter hewitt #orion pictures#$38037 , 513
1991#paradise#mary agnes donahue#touchstone pictures#$18634 , 643
1992#the hand that rocks the cradle#curtis hanson #hollywood pictures#$88036 , 683
1992#the cutting edge#paul michael glaser #metro - goldwyn - mayer#$25105 , 517
1992#the gun in betty lou 's handbag#allan moyle #touchstone pictures#$ 3721 , 911
1992#out on a limb#francis veber #universal pictures#$1659 , 542
1993#foreign affairs 2#jim o'brien#tnt#—
1994#the air up there#paul michael glaser #hollywood pictures#$21011 , 318
1994#holy matrimony#leonard nimoy #hollywood pictures#$12096 , 881
1994#terminal velocity#deran sarafian #hollywood pictures#$16487 , 349
1994#a part of the family 2#david madden#polygram filmed entertainment#—
1995#roommates#peter yates #hollywood pictures#$12096 , 881
1995#separate lives#david madden#trimark pictures#$961147
1995#body language 2#eric harlacher#hbo#—
1995#operation dumbo drop#simon wincer #walt disney pictures#$24670 , 346
1995#the tie that binds#wesley strick #hollywood pictures#$5830 , 454
1995#two much#fernando trueba #touchstone pictures#$1141 , 556
1995#jumanji#joe johnston #tristar pictures#$162322 , 000
1995#mr. holland 's opus#stephen herek #hollywood pictures#$106269 , 971
1996#boys#stacy cochran#touchstone pictures#$516349
1996#kazaam#paul michael glaser #touchstone pictures#$18937 , 262
1996#the associate#paul michael glaser #hollywood pictures#$12844 , 057
1997#dead silence 2#daniel petrie , jr. #hbo pictures#—
1997#gridlock'd#vondie curtis - hall #gramercy pictures#$5571 , 205
1997#snow white : a tale of terror 2#michael cohn#gramercy pictures#—
1998#the proposition#leslie linka glatter #polygram filmed entertainment#$147773
1998#very bad things#peter berg #polygram filmed entertainment#$9898 , 412
1998#what dreams may come#vincent ward #polygram filmed entertainment#$55382 , 927
1999#runaway bride#garry marshall #paramount pictures / touchstone pictures#$309457 , 509
1999#teaching mrs. tingle#kevin williamson#dimension films#$8951 , 935
2000#pitch black#david twohy #gramercy pictures / usa films#$53187 , 659
2000#the three stooges 2#glenn jordan #columbia tristar#—
box office total :#box office total :#box office total :#box office total :#$1837 , 236440
