number#name#kilometer#pavement#length (m)#average climb (%)
17#kluisberg#99#asphalt#1250#5 , 3
16#nokereberg#118#cobbles#375#5 , 9
15#molenberg#157#cobbles / asphalt#463#7
14#wolvenberg#167#asphalt#645#7 , 9
13#oude kwaremont#185#cobbles / asphalt#2200#4
12#paterberg#189#cobbles#360#12 , 9
11#koppenberg#195#cobbles#600#11 , 6
10#steenbeekdries#200#cobbles#700#5 , 3
9#taaienberg#203#cobbles#530#6 , 6
8#berg ter stene#213#asphalt#1300#5
7#leberg#216#cobbles#950#4 , 2
6#berendries#222#asphalt#940#7
5#valkenberg#227#asphalt#540#8 , 1
4#tenbosse#233#asphalt#455#6 , 4
3#eikenmolen#239#asphalt#610#5 , 9
2#muur - kapelmuur#249#cobbles#475#9 , 3
1#bosberg#252#cobbles / asphalt#980#5 , 8
