date#visitor#score#home#leading scorer#attendance#record
february 1#cleveland#89 - 92#miami#daniel gibson (19)#20125#26 - 20
february 2#charlotte#101 - 81#cleveland#lebron james (18)#20562#27 - 20
february 4#detroit#78 - 90#cleveland#lebron james (21)#20140#27 - 21
february 7#la clippers#94 - 77#cleveland#zydrunas ilgauskas (16)#20129#28 - 21
february 9#miami#103 - 79#cleveland#lebron james (29)#20562#29 - 21
february 11#la lakers#99 - 90#cleveland#sasha pavlović (21)#20562#30 - 21
february 14#cleveland#98 - 99#utah#larry hughes (33)#19911#30 - 22
february 15#cleveland#114 - 108#la lakers#lebron james (38)#18997#31 - 22
february 21#cleveland#86 - 85#toronto#lebron james (29)#19800#32 - 22
february 22#chicago#78 - 84#cleveland#lebron james (29)#20562#32 - 23
february 25#cleveland#81 - 86#miami#lebron james (29)#20225#32 - 24
february 27#no / ok city#97 - 89#cleveland#lebron james (35)#19619#33 - 24
