episode#first broadcast#rufus guest#marcus guest#winner
1x01#27 october 2008#dara ó briain#mark watson#blue (3 - 2)
1x02#3 november 2008#jimmy carr#ed byrne#blue (3 - 2)
1x03#10 november 2008#johnny vegas#robin ince#red (3 - 1)
1x04#17 november 2008#frankie boyle#phill jupitus#blue (3 - 2)
1x05#24 november 2008#hugh dennis#richard herring#blue (3 - 2)
1x06#1 december 2008#andrew maxwell#sue perkins#blue (2 - 2)
1x07#8 december 2008#charlie higson#jimmy carr#red (2 - 2)
1x08#15 december 2008#andy parsons#mark watson#red (3 - 2)
1x09#5 january 2009#phill jupitus#frankie boyle#red (3 - 2)
1x10#12 january 2009#patrick kielty#lucy porter#blue (3 - 1)
1x11#19 january 2009#sue perkins#jason byrne#blue (4 - 1)
1x12#26 january 2009#lucy porter#jarred christmas#red (3 - 2)
