quarterback#games#teams#wins#losses#percent
trent dilfer#6#buccaneers#1#1#.833
trent dilfer#6#ravens#4#0#.833
earl morrall#5#colts#2#1#.800
earl morrall#5#dolphins#2#0#.800
jeff hostetler#5#giants#3#0#.800
jeff hostetler#5#raiders#1#1#.800
tobin rote#4#lions#2#0#.750
tobin rote#4#chargers~#1#1#.750
joe montana#23#49ers#14#5#.696
joe montana#23#chiefs#2#2#.696
kurt warner#13#rams#5#2#.692
kurt warner#13#cardinals#4#2#.692
jay schroeder#5#redskins#2#1#.600
jay schroeder#5#raiders#1#1#.600
mike tomczak#5#bears#2#1#.600
mike tomczak#5#steelers#1#1#.600
ken stabler#12#raiders#7#4#.583
ken stabler#12#oilers#0#1#.583
doug williams#7#buccaneers#1#3#.571
doug williams#7#redskins#3#0#.571
drew brees#9#chargers#0#1#.556
drew brees#9#saints#5#3#.556
brett favre#24#packers#12#10#.542
brett favre#24#vikings#1#1#.542
craig morton#10#cowboys#3#2#.500
craig morton#10#broncos#2#3#.500
mark brunell#10#jaguars#4#4#.500
mark brunell#10#redskins#1#1#.500
steve mcnair#10#titans#5#4#.500
steve mcnair#10#ravens#0#1#.500
ron jaworski#8#rams#1#0#.500
ron jaworski#8#eagles#3#4#.500
jim mcmahon#6#bears#3#2#.500
jim mcmahon#6#vikings#0#1#.500
arnie herber#4#packers#2#1#.500
arnie herber#4#giants#0#1#.500
norm van brocklin#4#rams#1#2#.500
norm van brocklin#4#eagles#1#0#.500
peyton manning#20#colts#9#10#.450
peyton manning#20#broncos#0#1#.450
jim harbaugh#5#bears#0#1#.400
jim harbaugh#5#colts#2#2#.400
vinny testaverde#5#browns#1#1#.400
vinny testaverde#5#jets#1#2#.400
michael vick#5#falcons#2#2#.400
michael vick#5#eagles#0#1#.400
randall cunningham#9#eagles#1#4#.333
randall cunningham#9#vikings#2#2#.333
jack kemp#6#chargers#0#2#.333
jack kemp#6#bills~#2#2#.333
jake plummer#6#cardinals#1#1#.333
jake plummer#6#broncos#1#3#.333
chad pennington#6#jets#2#3#.333
chad pennington#6#dolphins#0#1#.333
steve walsh#3#saints#0#1#.333
steve walsh#3#bears#1#1#.333
jeff george#3#falcons#0#1#.333
jeff george#3#vikings#1#1#.333
elvis grbac#3#chiefs#0#1#.333
elvis grbac#3#ravens#1#1#.333
warren moon#10#oilers#3#6#.300
warren moon#10#vikings#0#1#.300
steve deberg#4#broncos#0#1#.250
steve deberg#4#chiefs#1#2#.250
john hadl#2#chargers#0#1#.000
john hadl#2#rams#0#1#.000
mike phipps#2#browns#0#1#.000
mike phipps#2#bears#0#1#.000
doug flutie#2#bears#0#1#.000
doug flutie#2#bills#0#1#.000
gus frerotte#2#lions#0#1#.000
gus frerotte#2#broncos#0#1#.000
y. a. tittle#4#49ers#0#1#.000
y. a. tittle#4#giants#0#3#.000
