brno#srno#name#builder#whenbuilt#withdrawn
34001#21c101#exeter#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34002#21c102#salisbury#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34003#21c103#plymouth#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1964
34004#21c104#yeovil#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34005#21c105#barnstaple#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1966
34006#21c106#bude#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34007#21c107#wadebridge#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1965
34008#21c108#padstow#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34009#21c109#lyme regis#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1966
34010#21c110#sidmouth#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1965
34011#21c111#tavistock#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1963
34012#21c112#launceston#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1966
34013#21c113#okehampton#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34014#21c114#budleigh salterton#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1965
34015#21c115#exmouth#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34016#21c116#bodmin#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1964
34017#21c117#ilfracombe#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1966
34018#21c118#axminster#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34019#21c119#bideford#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1967
34020#21c120#seaton#brighton#cannot handle non - empty timestamp argument! 1945#cannot handle non - empty timestamp argument! 1964
34021#21c121#dartmoor#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1967
34022#21c122#exmoor#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1965
34023#21c123#blackmoorvale / blackmore vale#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1967
34024#21c124#tamar valley#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1967
34025#21c125#whimple#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1967
34026#21c126#yes tor#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1966
34027#21c127#taw valley#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1964
34028#21c128#eddystone#brighton#cannot handle non - empty timestamp argument! 1946#cannot handle non - empty timestamp argument! 1964
