nation#height#athlete#venue#date
cub#2.45m (8ft0¼in)#javier sotomayor#salamanca#1993 - 07 - 27
swe#2.42m (7ft11¼in)#patrik sjöberg#stockholm#1987 - 06 - 30
ger#2.42m (7ft11¼in)#carlo thränhardt#berlin#1988 - 02 - 26
kgz#2.41m (7ft10¾in)#igor paklin#kobe#1985 - 09 - 04
ukr#2.41m (7ft10¾in)#bohdan bondarenko#lausanne#4 july 2013
rom#2.40m (7ft10¼in)#sorin matei#bratislava#1990 - 06 - 20
usa#2.40m (7ft10¼in)#charles austin#zürich#1991 - 08 - 07
rus#2.40m (7ft10¼in)#vyacheslav voronin#london#2000 - 08 - 05
qat#2.40m (7ft10¼in)#mutaz essa barshim#eugene#1 june 2013
prc#2.39m (7ft10in)#zhu jianhua#beijing#1983 - 06 - 11
srb#2.38m (7ft9½in)#dragutin topic#belgrad#1993 - 08 - 01
bah#2.38m (7ft9½in)#troy kemp#nice#1995 - 07 - 12
pol#2.38m (7ft9½in)#artur partyka#eberstadt#1996 - 08 - 18
rsa#2.38m (7ft9½in)#jacques freitag#oudtshoorn#2005 - 03 - 05
can#2.38m (7ft9½in)#derek drouin#moscow#2013 - 08 - 15
aze#2.37m (7ft9¼in)#valeriy sereda#rieti#1984 - 09 - 02
gbr#2.37m (7ft9¼in) m#steve smith#seoul#1992 - 09 - 20
gbr#2.37m (7ft9¼in) m#steve smith#stuttgart#1993 - 08 - 22
gbr#2.37m (7ft9¼in) m#robbie grabarz#lausanne#2012 - 08 - 23
bel#2.36m (7ft8¾in)#eddy annys#ghent#1985 - 05 - 26
svk#2.36m (7ft8¾in)#jan zvara#prague#1987 - 08 - 23
cze#2.36m (7ft8¾in)#jaroslav baba#rome#2005 - 07 - 08
ber#2.36m (7ft8¾in)#clarence saunders#auckland#1990 - 02 - 01
bul#2.36m (7ft8¾in)#georgi dakov#brussels#1990 - 08 - 10
gre#2.36m (7ft8¾in)#lambros papakostas#athens#1992 - 07 - 21
aus#2.36m (7ft8¾in)#tim forsyth#melbourne#1997 - 03 - 02
nor#2.36m (7ft8¾in)#steinar hoen#oslo#1997 - 07 - 01
isr#2.36m (7ft8¾in)#konstantin matusevich#perth#2000 - 02 - 05
fra#2.35m (7ft8½in)#jean - charles gicquel#paris#1994 - 03 - 13
cyp#2.35m (7ft8½in)#kyriakos ioannou#osaka#2007 - 08 - 29
ltu#2.34m (7ft8in)#rolandas verkys#warsaw#1991 - 06 - 16
esp#2.34m (7ft8in)#arturo ortíz#barcelona#1991 - 06 - 22
blr#2.34m (7ft8in)#andrey sankovich#gomel#1993 - 05 - 15
kor#2.34m (7ft8in)#lee jin - taek#seoul#1997 - 06 - 20
alg#2.34m (7ft8in)#abderrahmane hammad#algiers#2000 - 07 - 14
jam#2.34m (7ft8in)#germaine mason#santo domingo#2003 - 08 - 09
bot#2.34m (7ft8in)#kabelo kgosiemang#addis ababa#2008 - 05 - 04
ita#2.33m (7ft7½in)#marcello benvenuti#verona#1989 - 09 - 12
col#2.33m (7ft7½in)#gilmar mayo#pereira#1994 - 10 - 17
jpn#2.33m (7ft7½in)#naoyuki daigo#kobe#2006 - 07 - 02
uzb#2.32m (7ft7¼in)#gennadiy belkov#tashkent#1982 - 05 - 29
bra#2.32m (7ft7¼in)#jessé de lima#lausanne#2008 - 09 - 02
sui#2.31m (7ft6¾in)#roland dalhäuser#eberstadt#1981 - 06 - 07
tjk#2.31m (7ft6¾in)#oleg palaschevskiy#bryansk#1990 - 08 - 12
bih#2.31m (7ft6¾in)#elvir krehmic#zagreb#1998 - 07 - 07
fin#2.31m (7ft6¾in)#mika polku#hämeenkyrö#2000 - 07 - 22
fin#2.31m (7ft6¾in)#toni huikuri#bratislava#2002 - 06 - 11
ned#2.30m (7ft6½in)#wilbert pennings#eberstadt#7 august 1999
per#2.30m (7ft6½in)#hugo munoz#lima#1995 - 10 - 29
est#2.30m (7ft6½in)#marko turban#rakvere#1996 - 06 - 05
lat#2.30m (7ft6½in)#normunds sietiņš#nurmijärvi#1992 - 07 - 20
irl#2.30m (7ft6½in)#adrian o'dwyer#algiers#2004 - 06 - 24
isl#2.28m (7ft5¾in)#einar karl hjartarson#reykjavík#2001 - 02 - 20
mas#2.27m (7ft5¼in)#lee hup wei#beijing#2008 - 05 - 25
sri#2.27m (7ft5¼in)#manjula kumara wijesekara#colombo#2004 - 07 - 23
sri#2.27m (7ft5¼in)#manjula kumara wijesekara#incheon#2005 - 09 - 04
