date#visitor#score#home#record
march 1#ny rangers#0 – 3#detroit#31–19–12
march 2#anaheim#1 – 1#detroit#31–19–13
march 5#detroit#4 – 4#toronto#31–19–14
march 8#detroit#5 – 3#vancouver#32–19–14
march 10#detroit#3 – 3#los angeles#32–19–15
march 12#detroit#1 – 2#anaheim#32–20–15
march 15#detroit#7 – 4#san jose#33–20–15
march 16#detroit#2 – 4#colorado#33–21–15
march 19#boston#1 – 4#detroit#34–21–15
march 21#detroit#1 – 3#ny rangers#34–22–15
march 23#detroit#3 – 5#chicago#34–23–15
march 26#colorado#5 – 6#detroit#35–23–15
march 28#buffalo#1 – 2#detroit#36–23–15
march 30#anaheim#1 – 0#detroit#36–24–15
