distance#10th#11th#12th#13th#14th#15th#16th#17th#18th#19th#20th#21 st#22nd#23rd#24th#25th#26th#27th#28th#29th#30th#31 st#32nd
250 km#56#52#48#44#40#36#34#32#30#28#26#24#22#20#18#16#14#12#10#8#6#4#2
250 km#56#52#48#44#40#36#34#32#30#28#26#24#22#20#18#16#14#12#10#8#6#4#2
150 km#28#26#24#22#20#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
20 min#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
150 km#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
100 km#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
25 laps#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
25 laps#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
50 laps#67#62#58#53#48#43#41#38#36#34#31#29#26#24#22#19#17#14#12#10#7#5#3
100 km#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
100 km#28#26#24#22#20#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
500 km#112#104#96#88#80#72#68#64#60#56#52#48#44#40#36#32#28#24#20#16#12#8#4
1000 km#112#104#96#88#80#72#68#64#60#56#52#48#44#40#36#32#28#24#20#16#12#8#4
100 km#28#26#24#22#20#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
150 km#23#22#21#20#19#18#17#16#15#14#13#12#11#10#9#8#7#6#5#4#3#2#1
300 km#45#42#38#35#32#29#27#26#24#22#21#19#18#16#14#13#11#10#8#6#5#3#2
