place#player#country#score#to par
t1#nolan henke#united states#67#- 5
t1#payne stewart#united states#67#- 5
3#tom byrum#united states#68#- 4
t4#mark calcavecchia#united states#69#- 3
t4#scott hoch#united states#69#- 3
t4#brian kamm#united states#69#- 3
t7#keith clearwater#united states#70#- 2
t7#fred couples#united states#70#- 2
t7#jim gallagher , jr#united states#70#- 2
t7#david jackson#united states#70#- 2
t7#davis love iii#united states#70#- 2
t7#jack nicklaus#united states#70#- 2
t7#craig parry#australia#70#- 2
t7#peter persons#united states#70#- 2
t7#scott simpson#united states#70#- 2
