date#visitor#score#home#attendance#record#points
january 4#kings#3 - 4#penguins#4202#14 - 17 - 5#33
january 6#flyers#2 - 2#penguins#7351#14 - 17 - 6#34
january 7#penguins#1 - 3#flyers#7935#14 - 18 - 6#34
january 10#canadiens#4 - 3#penguins#5580#14 - 19 - 6#34
january 12#maple leafs#3 - 4#penguins#8292#15 - 19 - 6#36
january 13#penguins#0 - 7#maple leafs#15732#15 - 20 - 6#36
january 17#penguins#1 - 1#seals#2638#15 - 20 - 7#37
january 18#penguins#2 - 3#kings#5755#15 - 21 - 7#37
january 20#red wings#5 - 8#penguins#10547#16 - 21 - 7#39
january 21#penguins#3 - 4#north stars#9298#16 - 22 - 7#39
january 27#kings#5 - 3#penguins#11156#16 - 23 - 7#39
january 28#penguins#1 - 0#bruins#13909#17 - 23 - 7#41
january 31#penguins#4 - 9#blues#7748#17 - 24 - 7#41
