date#time#round#opponent#ground#score
24 august 2008#20:45 cet#final#roma#home#2 - 2 (6 - 5 p)
30 august 2008#20:30 cet#01#sampdoria#away#1 - 1
13 september 2008#20:30 cet#02#catania#home#2 - 1
16 september 2008#20:45 cet#group stage#panathinaikos#away#2 - 0
21 september 2008#15:00 cet#03#torino#away#3 - 1
24 september 2008#20:30 cet#04#lecce#home#1 - 0
28 september 2008#20:30 cet#05#milan#away#0 - 1
1 october 2008#20:45 cet#group stage#werder bremen#home#1 - 1
4 october 2008#20:30 cet#06#bologna#home#2 - 1
19 october 2008#20:30 cet#07#roma#away#4 - 0
22 october 2008#20:45 cet#group stage#anorthosis#home#1 - 0
26 october 2008#15:00 cet#08#genoa#home#0 - 0
29 october 2008#20:30 cet#09#fiorentina#away#0 - 0
1 november 2008#20:30 cet#10#reggina#away#3 - 2
4 november 2008#20:45 cet#group stage#anorthosis#away#3 - 3
9 november 2008#15:00 cet#11#udinese#home#1 - 0
15 november 2008#20:30 cet#12#palermo#away#2 - 0
22 november 2008#20:30 cet#13#juventus#home#1 - 0
26 november 2008#20:45 cet#group stage#panathinaikos#home#0 - 1
30 november 2008#15:00 cet#14#napoli#home#2 - 1
6 december 2008#20:30 cet#15#lazio#away#3 - 0
9 december 2008#20:45 cet#group stage#werder bremen#away#1 - 2
14 december 2008#15:00 cet#16#chievo#home#4 - 2
20 december 2008#20:30 cet#17#siena#away#2 - 1
10 january 2009#20:30 cet#18#cagliari#home#1 - 1
13 january 2009#21:00 cet#last 16#genoa#home#3 - 1 (a.e.t)
18 january 2009#15:00 cet#19#atalanta#away#1 - 3
21 january 2009#21:00 cet#quarterfinal#roma#home#2 - 1
25 january 2009#20:30 cet#20#sampdoria#home#1 - 0
28 january 2009#20:30 cet#21#catania#away#2 - 0
1 february 2009#15:15 cet#22#torino#home#1 - 1
7 february 2009#18:00 cet#23#lecce#away#3 - 0
15 february 2009#20:30 cet#24#milan#home#2 - 1
21 february 2009#16:00 cet#25#bologna#away#2 - 1
24 february 2009#20:45 cet#last 16#manchester united#home#0 - 0
1 march 2009#15:00 cet#26#roma#home#3 - 3
4 march 2009#20:45 cet#semifinal#sampdoria#away#0 - 3
7 march 2009#15:00 cet#27#genoa#away#2 - 0
11 march 2009#20:45 cet#last 16#manchester united#away#0 - 2
15 march 2009#20:30 cet#28#fiorentina#home#2 - 0
22 march 2009#15:00 cet#29#reggina#home#3 - 0
5 april 2009#15:00 cet#30#udinese#away#1 - 0
11 april 2009#15:00 cet#31#palermo#home#2 - 2
19 april 2009#20:30 cet#32#juventus#away#1 - 1
23 april 2009#20:45 cet#semifinal#sampdoria#home#1 - 0
26 april 2009#15:00 cet#33#napoli#away#0 - 1
3 may 2009#20:30 cet#34#lazio#home#2 - 0
10 may 2009#15:00 cet#35#chievo#away#2 - 2
17 may 2009#20:30 cet#36#siena#home#3 - 0
24 may 2009#15:00 cet#37#cagliari#away#1 - 2
31 may 2009#15:00 cet#38#atalanta#home#4 - 3
