date#opponent#score#loss#record
may 2#athletics#2 - 1#underwood (0 - 3)#8 - 14
may 3#athletics#11 - 3#clancy (1 - 2)#8 - 15
may 5#mariners#9 - 1#jefferson (1 - 4)#8 - 16
may 6#mariners#6 - 0#lemanczyk (0 - 6)#8 - 17
may 7#mariners#9 - 7#willis (0 - 2)#8 - 18
may 8#athletics#postponed (rain) rescheduled for july 21#postponed (rain) rescheduled for july 21#postponed (rain) rescheduled for july 21
may 9#athletics#4 - 0#broberg (4 - 1)#9 - 18
may 10#athletics#3 - 1#langford (0 - 2)#10 - 18
may 12#mariners#8 - 3#rawley (0 - 3)#11 - 18
may 13#mariners#9 - 6#lemanczyk (0 - 7)#11 - 19
may 14#mariners#postponed (rain) rescheduled for july 24#postponed (rain) rescheduled for july 24#postponed (rain) rescheduled for july 24
may 15#angels#10 - 6#hartzell (0 - 3)#12 - 19
may 16#angels#5 - 4#aase (2 - 2)#13 - 19
may 17#orioles#postponed (rain) rescheduled for july 5#postponed (rain) rescheduled for july 5#postponed (rain) rescheduled for july 5
may 18#orioles#5 - 3#clancy (2 - 3)#13 - 20
may 19#yankees#11 - 3#jefferson (2 - 5)#13 - 21
may 20#yankees#10 - 8#clay (0 - 2)#14 - 21
may 21#yankees#2 - 1#underwood (1 - 4)#14 - 22
may 21#yankees#9 - 1#garvin (2 - 2)#14 - 23
may 22#red sox#5 - 4#clancy (2 - 4)#14 - 24
may 23#red sox#2 - 1 (12)#campbell (2 - 4)#15 - 24
may 24#red sox#8 - 2#lemanczyk (1 - 8)#15 - 25
may 25#red sox#9 - 5#underwood (1 - 5)#15 - 26
may 26#yankees#4 - 3#garvin (2 - 3)#15 - 27
may 27#yankees#4 - 1#figueroa (5 - 2)#16 - 27
may 28#yankees#5 - 3#jefferson (3 - 6)#16 - 28
may 28#yankees#6 - 5 (13)#murphy (2 - 1)#16 - 29
may 29#red sox#5 - 4#underwood (1 - 6)#16 - 30
may 30#red sox#4 - 0#garvin (2 - 4)#16 - 31
may 31#red sox#6 - 2#lee (7 - 2)#17 - 31
