game#date#team#score#high points#high rebounds#high assists#location attendance#record
47#february 2#cleveland#w 101 - 73 (ot)#dwyane wade (24)#james posey (10)#jason williams (8)#american airlines arena#29 - 18
48#february 4#new jersey#l 92 - 105 (ot)#dwyane wade (31)#james posey , shaquille o'neal (7)#jason williams (7)#continental airlines arena#29 - 19
49#february 6#boston#w 114 - 98 (ot)#dwyane wade (34)#dwyane wade (8)#dwyane wade (8)#american airlines arena#30 - 19
50#february 9#dallas#l 76 - 112 (ot)#shaquille o'neal (23)#shaquille o'neal (8)#dwyane wade (8)#american airlines center#30 - 20
51#february 12#detroit#w 100 - 98 (ot)#dwyane wade (37)#dwyane wade , shaquille o'neal (8)#jason williams (5)#american airlines arena#31 - 20
52#february 14#orlando#w 107 - 93 (ot)#dwyane wade (38)#udonis haslem (14)#jason williams (4)#american airlines arena#32 - 20
53#february 15#orlando#w 110 - 100 (ot)#dwyane wade (36)#udonis haslem (12)#dwyane wade (9)#td waterhouse centre#33 - 20
54#february 22#new york#w 103 - 83 (ot)#jason williams , dwyane wade (24)#udonis haslem (8)#jason williams , dwyane wade (5)#madison square garden#34 - 20
55#february 25#seattle#w 115 - 106 (ot)#shaquille o'neal (31)#antoine walker , shaquille o'neal (9)#dwyane wade (11)#american airlines arena#35 - 20
56#february 27#toronto#w 101 - 94 (ot)#dwyane wade (32)#shaquille o'neal (11)#dwyane wade (6)#american airlines arena#36 - 20
