race#circuit#date#pole position#fastest lap#winning driver#constructor#tyre#report
south african grand prix#kyalami#7 march#jackie stewart#jack brabham john surtees#jack brabham#brabham - ford#g#report
spanish grand prix#jarama#19 april#jack brabham#jack brabham#jackie stewart#march - ford#d#report
monaco grand prix#monaco#10 may#jackie stewart#jochen rindt#jochen rindt#lotus - ford#f#report
belgian grand prix#spa - francorchamps#7 june#jackie stewart#chris amon#pedro rodríguez#brm#d#report
dutch grand prix#zandvoort#21 june#jochen rindt#jacky ickx#jochen rindt#lotus - ford#f#report
french grand prix#charade#5 july#jacky ickx#jack brabham#jochen rindt#lotus - ford#f#report
british grand prix#brands hatch#18 july#jochen rindt#jack brabham#jochen rindt#lotus - ford#f#report
german grand prix#hockenheimring#2 august#jacky ickx#jacky ickx#jochen rindt#lotus - ford#f#report
austrian grand prix#österreichring#16 august#jochen rindt#jacky ickx clay regazzoni#jacky ickx#ferrari#f#report
italian grand prix#monza#6 september#jacky ickx#clay regazzoni#clay regazzoni#ferrari#f#report
canadian grand prix#mont - tremblant#20 september#jackie stewart#clay regazzoni#jacky ickx#ferrari#f#report
united states grand prix#watkins glen#4 october#jacky ickx#jacky ickx#emerson fittipaldi#lotus - ford#f#report
mexican grand prix#hermanos rodriguez#25 october#clay regazzoni#jacky ickx#jacky ickx#ferrari#f#report
