date#visitor#score#home#decision#attendance#record
february 2#ottawa#2 - 4#toronto#emery#19543#32 - 17 - 4
february 5#ottawa#3 - 4#montreal#gerber#21273#32 - 18 - 4
february 7#florida#4 - 5#ottawa#emery#19435#33 - 18 - 4
february 9#montreal#1 - 6#ottawa#emery#20297#34 - 18 - 4
february 12#buffalo#5 - 1#ottawa#emery#19564#34 - 19 - 4
february 13#ottawa#2 - 3#new jersey#gerber#12339#34 - 19 - 5
february 16#new jersey#3 - 2#ottawa#emery#20201#34 - 20 - 5
february 19#philadelphia#2 - 3#ottawa#emery#19729#35 - 20 - 5
february 21#columbus#3 - 2#ottawa#emery#19612#35 - 20 - 6
february 23#ottawa#4 - 3#pittsburgh#emery#17132#36 - 20 - 6
february 25#toronto#5 - 0#ottawa#emery#19861#36 - 21 - 6
february 26#ottawa#0 - 4#boston#gerber#13451#36 - 22 - 6
february 28#ottawa#1 - 3#philadelphia#emery#19567#36 - 23 - 6
