year#category#recipients and nominees#role / episode#result
1994#best series - drama#best series - drama#best series - drama#won
1995#best actor in leading role - drama series#david duchovny#fox mulder#nominated
1995#best actress in a leading role - drama series#gillian anderson#dana scully#nominated
1996#best actor in leading role - drama series#david duchovny#david duchovny#won
1996#best actress in leading role - drama series#gillian anderson#gillian anderson#won
1996#best series - drama#best series - drama#best series - drama#won
1997#best actor in leading role - drama series#david duchovny#david duchovny#nominated
1997#best actress in leading role - drama series#gillian anderson#gillian anderson#nominated
1997#best series - drama#best series - drama#best series - drama#won
1998#best actor in leading role - drama series#david duchovny#david duchovny#nominated
1998#best actress in leading role - drama series#gillian anderson#gillian anderson#nominated
1998#best series - drama#best series - drama#best series - drama#nominated
