date#opponent#score#loss#attendance#record
june 1#blue jays#3 - 0#chacín (5 - 4)#24815#22 - 30
june 3#devil rays#6 - 1#sele (4 - 5)#35344#22 - 31
june 4#devil rays#6 - 5#báez (4 - 1)#32742#23 - 31
june 5#devil rays#6 - 5#orvella (0 - 1)#40004#24 - 31
june 7#marlins#4 - 3#mecir (1 - 1)#20519#25 - 31
june 8#marlins#5 - 4#meche (5 - 4)#19313#25 - 31
june 9#marlins#8 - 0#beckett (7 - 4)#16069#26 - 32
june 10#nationals#9 - 3#hasegawa (1 - 2)#28704#26 - 33
june 11#nationals#2 - 1#putz (1 - 2)#39108#26 - 34
june 12#nationals#3 - 2#franklin (2 - 8)#37170#26 - 35
june 14#phillies#3 - 1#lieber (8 - 5)#26818#27 - 35
june 15#phillies#5 - 1#padilla (3 - 6)#26019#28 - 35
june 16#phillies#3 - 2#mateo (2 - 2)#27162#28 - 36
june 17#mets#5 - 0#ishii (1 - 6)#37443#29 - 36
june 18#mets#4 - 1#martínez (7 - 2)#45841#30 - 36
june 19#mets#11 - 5#glavine (4 - 7)#45785#31 - 36
june 20#athletics#6 - 2#villone (2 - 3)#27263#31 - 37
june 21#athletics#4 - 2#piñeiro (2 - 4)#31673#31 - 38
june 22#athletics#5 - 4#glynn (0 - 4)#28829#32 - 38
june 23#athletics#5 - 0#franklin (3 - 9)#37549#32 - 39
june 24#padres#14 - 5#may (1 - 2)#35942#33 - 39
june 25#padres#8 - 5#sele (6 - 6)#33926#33 - 40
june 26#padres#5 - 4#mateo (2 - 3)#39098#33 - 41
june 28#athletics#8 - 1#moyer (6 - 3)#14384#33 - 42
june 29#athletics#6 - 2#franklin (3 - 10)#25177#33 - 43
june 30#athletics#6 - 2#meche (8 - 5)#19583#33 - 44
