episode no#us airdate#us total viewers#uk airdate#uk total viewers
1#1 january 2011#2600 , 000#25 february 2011#190000
2#1 january 2011#2600 , 000#25 february 2011#190000
3#1 january 2011#2600 , 000#25 february 2011#190000
4#1 january 2011#2600 , 000#25 february 2011#190000
5#1 january 2011#2600 , 000#25 february 2011#190000
6#2 january 2011#2600 , 000#28 february 2011#108000
7#2 january 2011#2600 , 000#1 march 2011#93000
8#2 january 2011#2681 , 000#2 march 2011#74000
9#2 january 2011#2681 , 000#3 march 2011#130000
10#10 january 2011#1821 , 000#4 march 2011#79000
11#10 january 2011#1821 , 000#7 march 2011#115000
12#11 january 2011#800000#8 march 2011#123000
13#11 january 2011#800000#9 march 2011#123000
14#12 january 2011#985000#10 march 2011#174000
15#12 january 2011#985000#11 march 2011#112000
16#13 january 2011#900000#14 march 2011#n / a
17#13 january 2011#900000#15 march 2011#129000
18#14 january 2011#1975 , 000#16 march 2011#164000
19#14 january 2011#1975 , 000#17 march 2011#152000
20#18 january 2011#3214 , 000#18 march 2011#121000
21#18 january 2011#3214 , 000#21 march 2011#117000
22#n / a#n / a#22 march 2011#98000
23#n / a#n / a#23 march 2011#160000
24#n / a#n / a#24 march 2011#93000
25#n / a#n / a#25 march 2011#133000
26#n / a#n / a#28 march 2011#n / a
27#n / a#n / a#29 march 2011#n / a
28#n / a#n / a#30 march 2011#n / a
29#n / a#n / a#31 march 2011#n / a
30#n / a#n / a#1 april 2011#n / a
31#n / a#n / a#6 june 2011#135000
32#n / a#n / a#6 june 2011#112000
33#n / a#n / a#7 june 2011#92000
34#n / a#n / a#7 june 2011#81000
35#n / a#n / a#8 june 2011#n / a
36#n / a#n / a#8 june 2011#n / a
37#n / a#n / a#9 june 2011#111000
38#n / a#n / a#9 june 2011#n / a
39#n / a#n / a#10 june 2011#104000
40#n / a#n / a#10 june 2011#91000
41#n / a#n / a#13 june 2011#99000
42#n / a#n / a#13 june 2011#n / a
43#n / a#n / a#14 june 2011#144000
44#n / a#n / a#14 june 2011#90000
45#n / a#n / a#15 june 2011#98000
46#n / a#n / a#15 june 2011#n / a
47#n / a#n / a#16 june 2011#147000
48#n / a#n / a#16 june 2011#n / a
49#n / a#n / a#17 june 2011#97000
50#n / a#n / a#17 june 2011#n / a
51#n / a#n / a#20 june 2011#111000
52#n / a#n / a#20 june 2011#67000
53#n / a#n / a#22 june 2011#177000
54#n / a#n / a#23 june 2011#125000
55#n / a#n / a#24 june 2011#n / a
