date#opponent#score#loss#attendance#record
may 2#brewers#7 - 4#villanueva (1 - 3)#39715#14 - 16
may 3#brewers#6 - 2#parra (1 - 2)#35002#15 - 16
may 4#brewers#8 - 6 (12)#stetter (1 - 1)#38301#16 - 16
may 6#nationals#6 - 5#ayala (1 - 2)#30335#17 - 16
may 7#nationals#4 - 3#hanrahan (0 - 2)#30432#18 - 16
may 8#nationals#8 - 3#backe (2 - 4)#33433#18 - 17
may 9#dodgers#7 - 1#lowe (2 - 3)#52658#19 - 17
may 10#dodgers#5 - 0#billingsley (2 - 5)#45212#20 - 17
may 11#dodgers#8 - 5#broxton (1 - 1)#40217#21 - 17
may 12#giants#7 - 3#chulk (0 - 1)#30165#22 - 17
may 13#giants#4 - 2#backe (2 - 5)#30858#22 - 18
may 14#giants#6 - 3#taschner (2 - 1)#33070#23 - 18
may 15#giants#8 - 7#chulk (0 - 2)#33771#24 - 18
may 16#rangers#16 - 8#wright (3 - 1)#32117#24 - 19
may 17#rangers#6 - 2#oswalt (4 - 4)#38534#24 - 20
may 18#rangers#5 - 4#gabbard (1 - 1)#33561#25 - 20
may 19#cubs#7 - 2#moehler (1 - 1)#32458#25 - 21
may 20#cubs#4 - 2#dempster (5 - 2)#33339#26 - 21
may 21#cubs#5 - 3#gallagher (1 - 1)#33251#27 - 21
may 22#phillies#7 - 5#wright (3 - 2)#29263#27 - 22
may 23#phillies#4 - 3#eaton (0 - 3)#41152#28 - 22
may 24#phillies#4 - 3#myers (2 - 6)#42660#29 - 22
may 25#phillies#6 - 15#nieve (0 - 1)#43079#29 - 23
may 27#cardinals#8 - 2#looper (6 - 4)#41104#30 - 23
may 28#cardinals#1 - 6#rodríguez (1 - 1)#41114#30 - 24
may 29#cardinals#2 - 3#oswalt (4 - 5)#41786#30 - 25
may 30#brewers#5 - 1#backe (4 - 6)#32039#30 - 26
may 31#brewers#4 - 1#moehler (2 - 2)#42913#30 - 27
