year#catcher#first baseman#second baseman#shortstop#third baseman#rightfielder#centerfielder#leftfielder#starting pitcher
2013#a. j. ellis#adrian gonzalez#mark ellis#justin sellers#luis cruz#andre ethier#matt kemp#carl crawford#clayton kershaw
2012#a. j. ellis#james loney#mark ellis#dee gordon#juan uribe#andre ethier#matt kemp#juan rivera#clayton kershaw
2011#rod barajas#james loney#jamey carroll#rafael furcal#juan uribe#andre ethier#matt kemp#tony gwynn , jr#clayton kershaw
2010#russell martin#james loney#blake dewitt#rafael furcal#casey blake#andre ethier#matt kemp#manny ramirez#vicente padilla
2009#russell martin#james loney#orlando hudson#rafael furcal#casey blake#andre ethier#matt kemp#manny ramirez#hiroki kuroda
2008#russell martin#james loney#jeff kent#rafael furcal#blake dewitt#matt kemp#andruw jones#andre ethier#brad penny
2007#russell martin#nomar garciaparra#jeff kent#ramon martinez#wilson betemit#andre ethier#juan pierre#luis gonzalez#derek lowe
2006#sandy alomar jr#olmedo saenz#jeff kent#rafael furcal#bill mueller#j.d. drew#jason repko#jose cruz jr#derek lowe
2005#jason phillips#hee seop choi#jeff kent#cesar izturis#jose valentin#j.d. drew#milton bradley#ricky ledee#derek lowe
2004#paul loduca#shawn green#alex cora#cesar izturis#adrian beltre#juan encarnacion#milton bradley#dave roberts#hideo nomo
2003#paul loduca#fred mcgriff#jolbert cabrera#cesar izturis#adrian beltre#shawn green#dave roberts#brian jordan#hideo nomo
2002#paul loduca#eric karros#mark grudzielanek#cesar izturis#adrian beltre#shawn green#dave roberts#brian jordan#kevin brown
2001#chad kreuter#eric karros#mark grudzielanek#cesar izturis#chris donnels#shawn green#tom goodwin#gary sheffield#chan ho park
2000#todd hundley#eric karros#mark grudzielanek#kevin elster#adrian beltre#shawn green#devon white#gary sheffield#kevin brown
1999#todd hundley#eric karros#eric young#mark grudzielanek#adrian beltre#raul mondesi#devon white#gary sheffield#kevin brown
1998#mike piazza#paul konerko#eric young#jose vizcaino#todd zeile#raul mondesi#trenidad hubbard#todd hollandsworth#ramon martinez
1997#mike piazza#eric karros#wilton guerrero#greg gagne#todd zeile#raul mondesi#brett butler#todd hollandsworth#ramon martinez
1996#mike piazza#eric karros#delino deshields#greg gagne#mike blowers#raul mondesi#brett butler#todd hollandsworth#ramon martinez
1995#mike piazza#eric karros#delino deshields#jose offerman#dave hansen#henry rodriguez#raul mondesi#billy ashley#ramon martinez
1994#mike piazza#eric karros#delino deshields#jose offerman#tim wallach#raul mondesi#brett butler#henry rodriguez#orel hershiser
1993#mike piazza#eric karros#jody reed#jose offerman#tim wallach#darryl strawberry#brett butler#eric davis#orel hershiser
1992#mike scioscia#kal daniels#juan samuel#jose offerman#lenny harris#darryl strawberry#brett butler#eric davis#ramon martinez
1991#mike scioscia#eddie murray#juan samuel#alfredo griffin#lenny harris#darryl strawberry#brett butler#kal daniels#tim belcher
1990#mike scioscia#eddie murray#willie randolph#alfredo griffin#jeff hamilton#hubie brooks#juan samuel#kal daniels#orel hershiser
1989#mike scioscia#eddie murray#willie randolph#alfredo griffin#jeff hamilton#mike marshall#john shelby#kirk gibson#tim belcher
1988#mike scioscia#mike marshall#steve sax#alfredo griffin#pedro guerrero#mike davis#john shelby#kirk gibson#fernando valenzuela
1987#mike scioscia#franklin stubbs#steve sax#mariano duncan#bill madlock#mike marshall#mike ramsey#ken landreaux#orel hershiser
1986#mike scioscia#greg brock#steve sax#mariano duncan#bill madlock#mike marshall#ken landreaux#franklin stubbs#fernando valenzuela
1985#mike scioscia#sid bream#mariano duncan#dave anderson#pedro guerrero#mike marshall#ken landreaux#al oliver#fernando valenzuela
1984#mike scioscia#pedro guerrero#steve sax#bill russell#german rivera#candy maldonado#ken landreaux#mike marshall#fernando valenzuela
1983#steve yeager#greg brock#steve sax#bill russell#pedro guerrero#mike marshall#ken landreaux#dusty baker#fernando valenzuela
1982#steve yeager#steve garvey#steve sax#bill russell#ron cey#pedro guerrero#ken landreaux#dusty baker#jerry reuss
1981#mike scioscia#steve garvey#davey lopes#bill russell#ron cey#pedro guerrero#ken landreaux#dusty baker#fernando valenzuela
