strong 's #hebrew word#strong 's transliteration#strong 's words compounded#english spelling
3470#יְשַׁעְיָה#y e sha'yah#yasha [ 3467] & yah#jeshajah
3470a#יְשַׁעְיָהוּ#y e sha'yahuw#yasha [ 3467] & yahu#jeshajahu
5418#נְתַנְיָה#n e thanyah#nathan [ 5414] & yah#nethanjah
5418a#נְתַנְיָהוּ#n e thanyahuw#nathan [ 5414] & yahu#nethanjahu
138#אֲדֹנִיָּה#'adoniyah#'adown [ 113] & yah#adonijah
138a#אֲדֹנִיָּהוּ#'adoniyahuw#'adown [ 113] & yahu#adonijahu
452#אֵלִיָּה#'eliyah#'el [ 410] & yah#elijah
452a#אֵלִיָּהוּ#'eliyahu#'el [ 410] & yahu#elijahu
3414#יִרְמְיָה#yirm e yah#ruwm [ 7311] & yah#jirmejah
3414a#יִרְמְיָהוּ#yirm e yahuw#ruwm [ 7311] & yahu#jirmejahu
5166#נְחֶמְיָה#n e chemyah#nacham [ 5162] & yah#nechemjah
