date#visitor#score#home#decision#attendance#record
november 2#toronto#2 - 3#new jersey#brodeur#14523#5 - 6 - 1
november 3#new jersey#1 - 2#ny rangers#brodeur#18200#5 - 6 - 2
november 5#pittsburgh#5 - 0#new jersey#brodeur#14032#5 - 7 - 2
november 8#philadelphia#1 - 4#new jersey#brodeur#14948#6 - 7 - 2
november 10#new jersey#1 - 2#ny islanders#brodeur#15361#6 - 8 - 2
november 12#new jersey#3 - 2#pittsburgh#weekes#17096#7 - 8 - 2
november 14#ny rangers#4 - 2#new jersey#brodeur#17625#7 - 9 - 2
november 16#ny islanders#1 - 0#new jersey#brodeur#15076#7 - 10 - 2
november 17#new jersey#6 - 2#philadelphia#brodeur#19621#8 - 10 - 2
november 21#new jersey#2 - 1#pittsburgh#brodeur#17132#9 - 10 - 2
november 23#new jersey#3 - 0#atlanta#brodeur#18545#10 - 10 - 2
november 24#new jersey#3 - 2#tampa bay#brodeur#19077#11 - 10 - 2
november 28#dallas#2 - 4#new jersey#brodeur#13665#12 - 10 - 2
november 30#montreal#0 - 4#new jersey#brodeur#15081#13 - 10 - 2
