date#opponent#score#loss#attendance#record
april 1#tigers#11 - 8#moehler (0 - 1)#30109#1 - 1
april 2#tigers#7 - 1#worrell (0 - 1)#28261#2 - 1
april 3#white sox#10 - 4#gorecki (0 - 1)#31816#2 - 2
april 4#white sox#8 - 2#eyre (0 - 1)#36599#3 - 2
april 5#white sox#5 - 0#bere (0 - 1)#33733#4 - 2
april 7#tigers#3 - 1#arrojo (1 - 1)#45768#4 - 3
april 10#white sox#3 - 0#saunders (0 - 1)#13563#4 - 4
april 11#white sox#5 - 1#bere (0 - 2)#17322#5 - 4
april 12#white sox#4 - 1#navarro (0 - 2)#14004#6 - 4
april 13#twins#13 - 12 (14)#trombley (0 - 2)#31969#7 - 4
april 14#twins#8 - 2#springer (1 - 1)#34337#7 - 5
april 16#angels#6 - 5#holtz (1 - 1)#22906#8 - 5
april 17#angels#5 - 0#gorecki (1 - 2)#31516#8 - 6
april 18#angels#8 - 1#dickson (0 - 3)#37878#9 - 6
april 19#angels#6 - 0#watson (0 - 2)#34580#10 - 6
april 21#rangers#4 - 0#springer (1 - 2)#26776#10 - 7
april 22#rangers#7 - 2#saunders (1 - 2)#30770#10 - 8
april 23#rangers#12 - 5#oliver (0 - 3)#33319#11 - 8
april 24#angels#10 - 3#álvarez (3 - 2)#27767#11 - 9
april 25#angels#7 - 1#arrojo (2 - 2)#33395#11 - 10
april 26#angels#2 - 1#springer (1 - 3)#26882#11 - 11
april 27#athletics#7 - 6#hernández (0 - 1)#25484#11 - 12
april 28#athletics#4 - 3#johnson (1 - 1)#25138#11 - 13
april 29#twins#2 - 0#álvarez (3 - 3)#8964#11 - 14
april 30#twins#2 - 0#hawkins (0 - 3)#8860#12 - 14
