date#opponent#score#loss#attendance#record
july 1#brewers#10 - 9#stark (0 - 3)#24360#28 - 49
july 2#tigers#9 - 8 (10)#walker (1 - 3)#47585#29 - 49
july 3#tigers#11 - 6#maroth (5 - 6)#48131#30 - 49
july 4#tigers#10 - 8#knotts (4 - 3)#26944#31 - 49
july 5#giants#7 - 4#tomko (3 - 5)#39977#32 - 49
july 6#giants#8 - 6#christiansen (1 - 2)#35460#33 - 49
july 7#giants#8 - 4#bernero (1 - 1)#35673#33 - 50
july 8#padres#5 - 1#eaton (4 - 8)#32403#34 - 50
july 9#padres#6 - 5#hoffman (2 - 1)#41168#35 - 50
july 10#padres#6 - 2#lawrence (10 - 6)#37644#36 - 50
july 11#padres#4 - 2#stark (0 - 4)#41188#36 - 51
july 15#giants#7 - 5#chacón (1 - 6)#30159#36 - 52
july 16#giants#7 - 1#rueter (5 - 7)#31583#37 - 52
july 17#giants#4 - 0#cook (4 - 4)#41450#37 - 53
july 18#giants#10 - 9#herges (4 - 4)#35032#38 - 53
july 19#padres#13 - 6#stark (0 - 5)#25530#38 - 54
july 20#padres#9 - 7#jennings (8 - 8)#26770#38 - 55
july 21#dodgers#6 - 5#ishii (11 - 5)#34343#39 - 55
july 22#dodgers#4 - 2#harikkala (4 - 2)#34276#39 - 56
july 23#diamondbacks#8 - 2#fossum (2 - 9)#26350#40 - 56
july 24#diamondbacks#8 - 2#cormier (0 - 2)#31409#41 - 56
july 25#diamondbacks#3 - 2#choate (1 - 2)#29298#42 - 56
july 26#dodgers#9 - 7#simpson (0 - 1)#24725#42 - 57
july 27#dodgers#7 - 2#pérez (4 - 4)#27934#43 - 57
july 28#dodgers#5 - 4#mota (8 - 4)#25492#44 - 57
july 29#dodgers#3 - 2#dohmann (0 - 1)#28472#44 - 58
july 30#diamondbacks#4 - 1#johnson (10 - 9)#29436#45 - 58
july 31#diamondbacks#8 - 4#webb (4 - 12)#32392#46 - 58
