date#opponent#score#loss#attendance#record
june 1#oakland athletics#3 - 6#abbott (2 - 5)#14350#21 - 31
june 2#oakland athletics#0 - 1#pole (2 - 2)#10712#21 - 32
june 3#cleveland indians#1 - 7#jones (0 - 4)#19438#21 - 33
june 4#cleveland indians#5 - 7#kekich (2 - 1)#24074#21 - 34
june 5#cleveland indians#6 - 1#bibby (4 - 3)#14167#22 - 34
june 7#detroit tigers#2 - 5#abbott (2 - 6)#10050#22 - 35
june 8#detroit tigers#3 - 2#hiller (3 - 6)#11211#23 - 35
june 9#detroit tigers#2 - 1#sykes (0 - 2)#10840#24 - 35
june 10#toronto blue jays#3 - 4#montague (5 - 4)#11786#24 - 36
june 11#toronto blue jays#4 - 5#romo (3 - 4)#21318#24 - 37
june 12#toronto blue jays#5 - 2#vuckovich (2 - 5)#28412#25 - 37
june 14#oakland athletics#3 - 6#house (1 - 1)#13764#25 - 38
june 15#oakland athletics#6 - 5#torrealba (3 - 1)#14248#26 - 38
june 16#oakland athletics#3 - 1#langford (4 - 5)#11097#27 - 38
june 17#texas rangers#2 - 1#marshall (2 - 1)#dh#28 - 38
june 17#texas rangers#6 - 8#wheelock (2 - 4)#21577#28 - 39
june 18#texas rangers#6 - 1#blyleven (6 - 8)#17352#29 - 39
june 19#texas rangers#2 - 1#perry (6 - 6)#12465#30 - 39
june 20#kansas city royals#4 - 2#leonard (4 - 8)#21475#31 - 39
june 21#kansas city royals#3 - 13#abbott (3 - 7)#10958#31 - 40
june 22#kansas city royals#3 - 4#pole (4 - 3)#22140#31 - 41
june 23#kansas city royals#8 - 6#littell (5 - 3)#13520#32 - 41
june 24#milwaukee brewers#1 - 7#montague (5 - 5)#11625#32 - 42
june 25#milwaukee brewers#8 - 3#haas (4 - 5)#19572#33 - 42
june 26#milwaukee brewers#6 - 8#romo (5 - 5)#19699#33 - 43
june 27#chicago white sox#4 - 10#pole (4 - 4)#16026#33 - 44
june 28#chicago white sox#4 - 10#montague (5 - 6)#8365#33 - 45
june 29#chicago white sox#3 - 1#wood (1 - 2)#15415#34 - 45
