lt. governor#commission date#end date#governor#party#term
pierre menard#october 6 , 1818#december 5 , 1822#shadrach bond#democratic - republican#1818–1822
adolphus hubbard#december 5 , 1822#december 6 , 1826#edward coles#democratic - republican#1822–1826
william kinney#december 6 , 1826#december 9 , 1830#ninian edwards#democratic - republican#1826–1830
zadok casey#december 9 , 1830#march 1 , 1833#john reynolds#democratic#1830–1834
william lee d. ewing#march 1 , 1833#december 5 , 1834#john reynolds#democratic#1830–1834
office vacant#november 17 , 1834#december 5 , 1834#william lee davidson ewing#democratic#1834
alexander jenkins#december 5 , 1834#december 9 , 1836 resigned#joseph duncan#democratic#1834–1838
william h. davidson#december 9 , 1836 acting#december 7 , 1838#joseph duncan#democratic#1834–1838
stinson anderson#december 7 , 1838#december 8 , 1842#thomas carlin#democratic#1838–1842
john moore#december 8 , 1842#december 9 , 1846#thomas ford#democratic#1842–1846
joseph wells#december 9 , 1846#january 8 , 1849#augustus c. french#democratic#1846–1853
william mcmurtry#january 8 , 1849#january 10 , 1853#augustus c. french#democratic#1846–1853
gustavus koerner#january 10 , 1853#january 12 , 1857#joel aldrich matteson#democratic#1853–1857
john wood#january 12 , 1857#march 20 , 1860#william henry bissell#republican#1857–1860
thomas marshall#january 7 , 1861#january 14 , 1861#john wood#republican#1860–1861
francis hoffmann#january 14 , 1861#january 16 , 1865#richard yates#republican#1861–1865
william bross#january 16 , 1865#january 11 , 1869#richard j. oglesby#republican#1865–1869
john dougherty#january 11 , 1869#january 13 , 1873#john m. palmer#republican#1869–1873
john lourie beveridge#january 13 , 1873#january 23 , 1873 succeeded oglesby#richard j. oglesby#republican#1873
john early#january 23 , 1873 acting#january 8 , 1875#john lourie beveridge#republican#1873–1877
archibald glenn#january 8 , 1875 acting#january 8 , 1877#john lourie beveridge#republican#1873–1877
andrew shuman#january 8 , 1877#january 10 , 1881#shelby moore cullom#republican#1877–1883
john marshall hamilton#january 10 , 1881#february 6 , 1883 succeeded cullom#shelby moore cullom#republican#1877–1883
william j. campbell#february 6 , 1883 acting#january 30 , 1885#john marshall hamilton#republican#1883–1885
john smith#january 30 , 1885#january 14 , 1889#richard j. oglesby#republican#1885–1889
lyman ray#january 14 , 1889#january 10 , 1893#joseph w. fifer#republican#1889–1893
joseph b. gill#january 10 , 1893#january 11 , 1897#john peter altgeld#democratic#1893–1897
william northcott#january 11 , 1897#january 14 , 1901#john r. tanner#republican#1897–1901
william northcott#january 14 , 1901#january 9 , 1905#richard yates#republican#1901–1905
lawrence sherman#january 9 , 1905#january 18 , 1909#charles s. deneen#republican#1905–1913
john g. oglesby#january 18 , 1909#february 3 , 1913#charles s. deneen#republican#1905–1913
barratt o'hara#february 3 , 1913#january 8 , 1917#edward f. dunne#democratic#1913–1917
john g. oglesby#january 8 , 1917#january 10 , 1921#frank o. lowden#republican#1917–1921
fred sterling#january 10 , 1921#january 14 , 1929#len small#republican#1921–1929
fred sterling#january 14 , 1929#january 9 , 1933#louis l. emmerson#republican#1929–1933
thomas donovan#january 9 , 1933#january 4 , 1937#henry horner#democratic#1933–1940
john h. stelle#january 4 , 1937#october 6 , 1940 succeeded horner#henry horner#democratic#1933–1940
office vacant#october 6 , 1940#january 13 , 1941#john h. stelle#democratic#1940–1941
hugh w. cross#january 13 , 1941#january 10 , 1949#dwight h. green#republican#1941–1949
sherwood dixon#january 10 , 1949#january 12 , 1953#adlai e. stevenson ii#democratic#1949–1953
john william chapman#january 12 , 1953#january 9 , 1961#william g. stratton#republican#1953–1961
samuel h. shapiro#january 9 , 1961#may 21 , 1968 succeeded kerner#otto kerner , jr#democratic#1961–1968
office vacant#may 21 , 1968#january 13 , 1969#samuel h. shapiro#democratic#1968–1969
paul simon#january 13 , 1969#january 8 , 1973#richard buell ogilvie#republican#1969–1973
neil hartigan#january 8 , 1973#january 10 , 1977#daniel walker#democratic#1973–1977
dave o'neal#january 10 , 1977#july 31 , 1981 resigned#james r. thompson#republican#1977–1991
office vacant#july 31 , 1981#january 10 , 1983#james r. thompson#republican#1977–1991
george h. ryan#january 10 , 1983#january 14 , 1991#james r. thompson#republican#1977–1991
bob kustra#january 14 , 1991#july 1 , 1998 resigned#james edgar#republican#1991–1999
office vacant#july 1 , 1998#january 11 , 1999#james edgar#republican#1991–1999
corinne wood#january 11 , 1999#january 13 , 2003#george h. ryan#republican#1999–2003
pat quinn#january 13 , 2003#january 29 , 2009 succeeded blagojevich#rod r. blagojevich#democratic#2003–2009
office vacant#january 29 , 2009#january 9 , 2011#pat quinn#democratic#2009–2011
sheila simon#january 10 , 2011#current#pat quinn#democratic#2011–
