rank#title#studio#director#gross
1#three men and a baby#touchstone#leonard nimoy#$167780 , 960
2#fatal attraction#paramount#adrian lyne#$156645 , 693
3#beverly hills cop ii#paramount#tony scott#$153665 , 036
4#good morning , vietnam#touchstone#barry levinson#$123922 , 370
5#moonstruck#mgm#norman jewison#$80640 , 528
6#the untouchables#paramount#brian de palma#$76270 , 454
7#the secret of my success#universal#herbert ross#$66995 , 000
8#stakeout#touchstone#john badham#$65673 , 233
9#lethal weapon#warner bros#richard donner#$65207 , 127
10#dirty dancing#vestron#emile ardolino#$63892 , 689
11#the witches of eastwick#warner bros#george miller#$63766 , 510
12#predator#fox#john mctiernan#$59735 , 548
13#throw momma from the train#orion#danny devito#$57915 , 972
14#dragnet#universal#tom mankiewicz#$57387 , 516
15#robocop#orion#paul verhoeven#$53424 , 681
16#outrageous fortune#touchstone#arthur hiller#$52864 , 741
17#la bamba#columbia#luis valdez#$52678 , 820
18#broadcast news#fox#james l. brooks#$51300 , 000
19#the living daylights#united artists#john glen#$51185 , 000
20#eddie murphy raw#paramount#robert townsend#$50505 , 655
