date#opponent#score#loss#attendance#record
september 1#angels#4 - 3 (10)#witt (15 - 10)#31101#78 - 54
september 2#angels#7 - 6#buice (5 - 6)#33408#79 - 54
september 4#mariners#6 - 5 (10)#powell (0 - 3)#33042#80 - 54
september 5#mariners#3 - 0#campbell (0 - 3)#38436#81 - 54
september 6#mariners#3 - 2 (11)#núñez (3 - 3)#44287#82 - 54
september 7#brewers#5 - 3#plesac (5 - 6)#16935#83 - 54
september 8#brewers#6 - 4#stieb (13 - 8)#8053#83 - 55
september 9#brewers#6 - 4#wells (1 - 3)#10555#83 - 56
september 11#yankees#6 - 5 (10)#righetti (7 - 4)#38540#84 - 56
september 12#yankees#13 - 1#rhoden (16 - 10)#45648#85 - 56
september 13#yankees#8 - 5#cerutti (10 - 4)#45312#85 - 57
september 14#orioles#18 - 3#dixon (7 - 10)#27446#86 - 57
september 15#orioles#6 - 2#mesa (0 - 1)#27192#87 - 57
september 16#orioles#7 - 0#boddicker (10 - 9)#29353#88 - 57
september 17#yankees#6 - 5#henke (0 - 6)#27032#88 - 58
september 18#yankees#6 - 3#allen (0 - 8)#34110#89 - 58
september 19#yankees#4 - 2#flanagan (5 - 7)#38239#89 - 59
september 20#yankees#6 - 2#leiter (1 - 1)#45267#90 - 59
september 21#orioles#2 - 1#boddicker (10 - 10)#13683#91 - 59
september 22#orioles#8 - 4#ballard (2 - 7)#13923#92 - 59
september 23#orioles#6 - 1#habyan (5 - 6)#22590#93 - 59
september 24#tigers#4 - 3#morris (18 - 10)#42436#94 - 59
september 25#tigers#3 - 2#hernández (3 - 4)#46233#95 - 59
september 26#tigers#10 - 9#henneman (9 - 3)#46429#96 - 59
september 27#tigers#3 - 2 (13)#núñez (5 - 2)#46346#96 - 60
september 28#brewers#6 - 4#flanagan (6 - 8)#34113#96 - 61
september 29#brewers#5 - 3#key (17 - 7)#34314#96 - 62
september 30#brewers#5 - 2#stieb (13 - 9)#35245#96 - 63
