country or territory with flag#area (km²) (per sqmi)#population (july 2009 est)#population density per km²#capital
argentina#km2 (sqmi)#40482000#14.3 / km² ( / sqmi)#buenos aires
bolivia#km2 (sqmi)#9863000#8.4 / km² ( / sqmi)#la paz
brazil#km2 (sqmi)#191241714#22.0 / km² ( / sqmi)#brasília
chile#km2 (sqmi)#16928873#22 / km² ( / sqmi)#santiago
colombia#km2 (sqmi)#45928970#40 / km² ( / sqmi)#bogotá
ecuador#km2 (sqmi)#14573101#53.8 / km² ( / sqmi)#quito
falkland islands (united kingdom)#km2 (sqmi)#3140#0.26 / km² ( / sqmi)#port stanley
french guiana (france)#km2 (sqmi)#221500#2.7 / km² ( / sqmi)#cayenne
guyana#km2 (sqmi)#772298#3.5 / km² ( / sqmi)#georgetown
paraguay#km2 (sqmi)#6831306#15.6 / km² ( / sqmi)#asunción
peru#km2 (sqmi)#29132013#22 / km² ( / sqmi)#lima
suriname#km2 (sqmi)#472000#3 / km² ( / sqmi)#paramaribo
uruguay#km2 (sqmi)#3477780#19.4 / km² ( / sqmi)#montevideo
venezuela#km2 (sqmi)#26814843#30.2 / km² ( / sqmi)#caracas
