date#visitor#score#home#record
october 7#chicago blackhawks#5 - 3#columbus blue jackets#0 - 1 - 0 - 0
october 9#los angeles kings#7 - 1#columbus blue jackets#0 - 2 - 0 - 0
october 12#columbus blue jackets#3 - 2#calgary flames#1 - 2 - 0 - 0
october 14#columbus blue jackets#1 - 3#colorado avalanche#1 - 3 - 0 - 0
october 15#columbus blue jackets#1 - 2#chicago blackhawks#1 - 4 - 0 - 0
october 18#colorado avalanche#5 - 1#columbus blue jackets#1 - 5 - 0 - 0
october 21#columbus blue jackets#2 - 5#pittsburgh penguins#1 - 6 - 0 - 0
october 22#detroit red wings#2 - 1#columbus blue jackets#1 - 6 - 0 - 1
october 25#san jose sharks#3 - 1#columbus blue jackets#1 - 7 - 0 - 1
october 27#washington capitals#1 - 3#columbus blue jackets#2 - 7 - 0 - 1
october 28#columbus blue jackets#1 - 4#detroit red wings#2 - 8 - 0 - 1
october 31#los angeles kings#1 - 4#columbus blue jackets#3 - 8 - 0 - 1
november 1#columbus blue jackets#0 - 4#dallas stars#3 - 9 - 0 - 1
november 4#columbus blue jackets#2 - 2#ottawa senators#3 - 9 - 1 - 1
november 5#edmonton oilers#4 - 2#columbus blue jackets#3 - 10 - 1 - 1
november 9#san jose sharks#2 - 5#columbus blue jackets#4 - 10 - 1 - 1
november 11#phoenix coyotes#1 - 2#columbus blue jackets#5 - 10 - 1 - 1
november 13#dallas stars#2 - 3#columbus blue jackets#6 - 10 - 1 - 1
november 16#columbus blue jackets#5 - 1#nashville predators#7 - 10 - 1 - 1
november 17#florida panthers#3 - 0#columbus blue jackets#7 - 11 - 1 - 1
november 19#vancouver canucks#6 - 1#columbus blue jackets#7 - 12 - 1 - 1
november 21#columbus blue jackets#2 - 5#colorado avalanche#7 - 13 - 1 - 1
november 24#columbus blue jackets#0 - 3#dallas stars#7 - 14 - 1 - 1
november 25#dallas stars#4 - 2#columbus blue jackets#7 - 15 - 1 - 1
november 29#philadelphia flyers#4 - 3#columbus blue jackets#7 - 16 - 1 - 1
december 2#atlanta thrashers#2 - 1#columbus blue jackets#7 - 17 - 1 - 1
december 3#columbus blue jackets#0 - 5#chicago blackhawks#7 - 18 - 1 - 1
december 6#mighty ducks of anaheim#2 - 5#columbus blue jackets#8 - 18 - 1 - 1
december 8#boston bruins#2 - 3#columbus blue jackets#9 - 18 - 1 - 1
december 10#columbus blue jackets#1 - 1#phoenix coyotes#9 - 18 - 2 - 1
december 13#columbus blue jackets#3 - 4#mighty ducks of anaheim#9 - 18 - 2 - 2
december 14#columbus blue jackets#1 - 2#san jose sharks#9 - 19 - 2 - 2
december 16#columbus blue jackets#3 - 4#vancouver canucks#9 - 20 - 2 - 2
december 18#columbus blue jackets#2 - 0#montreal canadiens#10 - 20 - 2 - 2
december 21#ottawa senators#3 - 3#columbus blue jackets#10 - 20 - 3 - 2
december 23#columbus blue jackets#7 - 5#new york islanders#11 - 20 - 3 - 2
december 26#columbus blue jackets#0 - 5#st. louis blues#11 - 21 - 3 - 2
december 27#columbus blue jackets#2 - 2#new jersey devils#11 - 21 - 4 - 2
december 29#carolina hurricanes#1 - 3#columbus blue jackets#12 - 21 - 4 - 2
december 31#new jersey devils#6 - 3#columbus blue jackets#12 - 22 - 4 - 2
january 3#edmonton oilers#2 - 5#columbus blue jackets#13 - 22 - 4 - 2
january 6#columbus blue jackets#3 - 4#vancouver canucks#13 - 23 - 4 - 2
january 7#columbus blue jackets#2 - 4#edmonton oilers#13 - 24 - 4 - 2
january 10#colorado avalanche#4 - 2#columbus blue jackets#13 - 25 - 4 - 2
january 12#chicago blackhawks#3 - 1#columbus blue jackets#13 - 26 - 4 - 2
january 15#minnesota wild#0 - 3#columbus blue jackets#14 - 26 - 4 - 2
january 17#columbus blue jackets#2 - 3#minnesota wild#14 - 26 - 4 - 3
january 21#tampa bay lightning#1 - 3#columbus blue jackets#15 - 26 - 4 - 3
january 23#columbus blue jackets#2 - 1#buffalo sabres#16 - 26 - 4 - 3
january 27#mighty ducks of anaheim#1 - 2#columbus blue jackets#17 - 26 - 4 - 3
january 31#detroit red wings#3 - 2#columbus blue jackets#17 - 26 - 4 - 4
february 1#columbus blue jackets#2 - 2#st. louis blues#17 - 26 - 5 - 4
february 6#st. louis blues#2 - 2#edmonton oilers#17 - 26 - 6 - 4
february 8#columbus blue jackets#1 - 3#nashville predators#17 - 27 - 6 - 4
february 10#nashville predators#2 - 3#columbus blue jackets#18 - 27 - 6 - 4
february 12#new york rangers#4 - 3#columbus blue jackets#18 - 28 - 6 - 4
february 14#columbus blue jackets#2 - 2#toronto maple leafs#18 - 28 - 7 - 4
february 16#columbus blue jackets#2 - 4#detroit red wings#18 - 29 - 7 - 4
february 17#pittsburgh penguins#3 - 2#columbus blue jackets#18 - 29 - 7 - 5
february 20#columbus blue jackets#2 - 3#san jose sharks#18 - 29 - 7 - 6
february 21#columbus blue jackets#2 - 3#phoenix coyotes#18 - 30 - 7 - 6
february 24#columbus blue jackets#1 - 3#los angeles kings#18 - 31 - 7 - 6
february 25#columbus blue jackets#5 - 2#mighty ducks of anaheim#19 - 31 - 7 - 6
february 28#phoenix coyotes#2 - 5#columbus blue jackets#20 - 31 - 7 - 6
march 1#columbus blue jackets#5 - 2#nashville predators#21 - 31 - 7 - 6
march 7#columbus blue jackets#1 - 2#carolina hurricanes#21 - 32 - 7 - 6
march 9#columbus blue jackets#7 - 6#florida panthers#22 - 32 - 7 - 6
march 10#columbus blue jackets#1 - 4#tampa bay lightning#22 - 33 - 7 - 6
march 14#calgary flames#0 - 3#columbus blue jackets#23 - 33 - 7 - 6
march 16#columbus blue jackets#3 - 0#atlanta thrashers#24 - 33 - 7 - 6
march 17#new york islanders#3 - 3#columbus blue jackets#24 - 33 - 8 - 6
march 19#nashville predators#2 - 1#columbus blue jackets#24 - 34 - 8 - 6
march 21#vancouver canucks#1 - 1#columbus blue jackets#24 - 34 - 9 - 6
march 24#calgary flames#4 - 6#columbus blue jackets#25 - 34 - 9 - 6
march 26#columbus blue jackets#2 - 4#edmonton oilers#25 - 35 - 9 - 6
march 27#columbus blue jackets#0 - 3#calgary flames#25 - 36 - 9 - 6
march 29#columbus blue jackets#0 - 3#los angeles kings#25 - 37 - 9 - 6
april 1#st. louis blues#1 - 2#columbus blue jackets#26 - 37 - 9 - 6
april 3#detroit red wings#1 - 2#columbus blue jackets#27 - 37 - 9 - 6
april 5#columbus blue jackets#1 - 4#st. louis blues#27 - 38 - 9 - 6
april 6#columbus blue jackets#2 - 3#minnesota wild#27 - 39 - 9 - 6
april 8#chicago blackhawks#3 - 4#columbus blue jackets#28 - 39 - 9 - 6
