date#visitor#score#home#decision#attendance#record
january 1#detroit#6 - 4#chicago#conklin#40818#25 - 7 - 5
january 3#detroit#3 - 2#minnesota#osgood#18568#26 - 7 - 5
january 6#columbus#0 - 3#detroit#conklin#19717#27 - 7 - 5
january 8#dallas#1 - 6#detroit#osgood#20066#28 - 7 - 5
january 10#buffalo#1 - 3#detroit#conklin#20066#29 - 7 - 5
january 12#detroit#4 - 5#dallas#osgood#17648#29 - 7 - 6
january 14#detroit#4 - 3#anaheim#osgood#17525#30 - 7 - 6
january 15#detroit#4 - 0#los angeles#conklin#18118#31 - 7 - 6
january 17#detroit#5 - 6#san jose#osgood#17496#31 - 8 - 6
january 20#detroit#3 - 6#phoenix#conklin#16368#31 - 9 - 6
january 27#detroit#2 - 3#columbus#osgood#16348#31 - 9 - 7
january 29#dallas#2 - 4#detroit#osgood#20066#31 - 10 - 7
january 31#detroit#2 - 4#washington#conklin#18277#31 - 11 - 7
