date#visitor#score#home#record
october 28#new york rangers#1–2#toronto maple leafs#1–0–0
october 29#toronto maple leafs#11–5#chicago black hawks#2–0–0
november 2#toronto maple leafs#4–1#montreal canadiens#3–0–0
november 4#boston bruins#2–7#toronto maple leafs#4–0–0
november 9#toronto maple leafs#6–3#new york rangers#5–0–0
november 11#montreal canadiens#1–3#toronto maple leafs#6–0–0
november 12#toronto maple leafs#2–4#detroit red wings#6–1–0
november 15#detroit red wings#8–4#toronto maple leafs#6–2–0
november 18#chicago black hawks#4–5#toronto maple leafs#7–2–0
november 19#toronto maple leafs#4–3#chicago black hawks#8–2–0
november 23#toronto maple leafs#1–5#boston bruins#8–3–0
november 25#montreal canadiens#0–2#toronto maple leafs#9–3–0
november 26#toronto maple leafs#1–4#montreal canadiens#9–4–0
december 2#new york rangers#2–3#toronto maple leafs#10–4–0
december 3#toronto maple leafs#4–5#boston bruins#10–5–0
december 9#boston bruins#5–3#toronto maple leafs#10–6–0
december 14#toronto maple leafs#2–2#montreal canadiens#10–6–1
december 16#detroit red wings#1–1#toronto maple leafs#10–6–2
december 23#detroit red wings#5–4#toronto maple leafs#10–7–2
december 25#toronto maple leafs#4–6#detroit red wings#10–8–2
december 27#toronto maple leafs#8–2#new york rangers#11–8–2
december 30#chicago black hawks#0–4#toronto maple leafs#12–8–2
january 4#montreal canadiens#2–4#toronto maple leafs#13–8–2
january 6#detroit red wings#5–2#toronto maple leafs#13–9–2
january 9#new york rangers#5–4#toronto maple leafs#13–10–2
january 11#toronto maple leafs#4–7#montreal canadiens#13–11–2
january 13#boston bruins#1–2#toronto maple leafs#14–11–2
january 14#toronto maple leafs#0–3#detroit red wings#14–12–2
january 16#toronto maple leafs#3–5#boston bruins#14–13–2
january 20#chicago black hawks#4–8#toronto maple leafs#15–13–2
january 21#toronto maple leafs#0–4#chicago black hawks#15–14–2
january 27#new york rangers#0–3#toronto maple leafs#16–14–2
january 28#toronto maple leafs#7–0#new york rangers#17–14–2
february 3#boston bruins#4–2#toronto maple leafs#17–15–2
february 4#toronto maple leafs#4–3#chicago black hawks#18–15–2
february 6#toronto maple leafs#5–1#boston bruins#19–15–2
february 10#chicago black hawks#2–1#toronto maple leafs#19–16–2
february 11#toronto maple leafs#1–2#chicago black hawks#19–17–2
february 17#montreal canadiens#4–3#toronto maple leafs#19–18–2
february 18#toronto maple leafs#1–6#detroit red wings#19–19–2
february 24#new york rangers#4–4#toronto maple leafs#19–19–3
february 25#toronto maple leafs#2–5#montreal canadiens#19–20–3
february 27#chicago black hawks#3–3#toronto maple leafs#19–20–4
march 3#montreal canadiens#2–3#toronto maple leafs#20–20–4
march 4#toronto maple leafs#6–3#new york rangers#21–20–4
march 6#toronto maple leafs#5–2#boston bruins#22–20–4
march 10#boston bruins#2–9#toronto maple leafs#23–20–4
march 11#toronto maple leafs#3–2#detroit red wings#24–20–4
march 17#detroit red wings#4–3#toronto maple leafs#24–21–4
march 18#toronto maple leafs#5–6#new york rangers#24–22–4
