rank#rider#mon 1 june#tue 2 june#wed 3 june#thurs 4 june#fri 5 june
1#cameron donald 1000cc suzuki#18' 16.16 123.912mph#18' 15.21 124.020mph#19' 31.12 115.981mph#17' 13.25 131.457mph#—— no time
2#john mcguinness 1000cc honda#17' 40.60 128.067mph#17' 27.56 129.661mph#17' 23.46 130.171mph#17' 52.90 126.599mph#—— no time
3#bruce anstey 1000cc suzuki#18' 29.06 122.471mph#17' 53.22 126.561mph#17' 42.12 127.884mph#17' 23.79 130.129mph#—— no time
4#guy martin 1000cc honda#18' 02.89 125.431mph#17' 38.72 128.294mph#17' 31.56 129.168mph#17' 33.86 128.886mph#17' 32.83 129.013mph
5#ian hutchinson 1000cc honda#—— no time#17' 47.24 127.271mph#17' 41.46 127.963mph#17' 32.71 129.027mph#17' 46.76 127.328mph
6#steve plater 1000cc honda#18' 14.54 124.096mph#—— no time#17' 37.42 128.453mph#17' 33.08 128.982mph#—— no time
7#conor cummins 1000cc kawasaki#17' 56.57 121.167mph#—— no time#18' 10.12 124.599mph#17' 38.40 128.334mph#17' 44.59 127.588mph
8#gary johnson 1000cc honda#18' 05.00 125.187mph#18' 09.82 124.633mph#18' 15.02 124.042mph#17' 45.04 127.533mph#17' 42.87 127.794mph
9#adrian archibald 1000cc suzuki#17' 51.68 126.743mph#17' 51.15 126.806mph#19' 04.43 118.687mph#17' 43.13 127.762mph#—— no time
10#ian lougher 1000cc yamaha#18' 37.37 121.561mph#18' 09.20 124.704mph#17' 50.99 126.825mph#17' 44.25 127.628mph#18' 04.02 125.301mph
11#keith amor 1000cc honda#18' 28.55 122.528mph#17' 58.65 125.924mph#17' 59.88 125.781mph#17' 44.48 127.600mph#17' 55.50 126.293mph
12#ryan farquhar 1000cc kawasaki#18' 11.52 124.440mph#18' 36.60 121.644mph#18' 19.47 123.539mph#17' 58.92 125.893mph#17' 51.75 126.734mph
13#carl rennie 1000cc honda#18' 30.86 122.273mph#—— no time#18' 10.03 124.609mph#17' 55.85 126.252mph#17' 53.08 126.578mph
14#michael dunlop 1000cc yamaha#—— no time#—— no time#18' 33.73 121.958mph#18' 22.81 123.165mph#18' 00.16 125.749mph
15#michael rutter 1000cc suzuki#—— no time#18' 13.25 124.243mph#18' 06.24 125.044mph#18' 02.20 125.511mph#—— no time
16#dan stewart 1000cc honda#—— no time#18' 00.57 125.701mph#18' 12.45 124.333mph#18' 04.63 125.229mph#18' 06.61 125.002mph
17#mark miller 1000cc suzuki#18' 56.90 119.743mph#18' 53.13 119.869mph#18' 40.52 121.219mph#18' 14.00 124.157mph#—— no time
18#mark parrett 1000cc yamaha#18' 45.30 120.704mph#18' 42.14 121.040mph#18' 30.84 122.275mph#18' 15.96 123.935mph#—— no time
19#john burrows 1000cc suzuki#—— no time#18' 27.93 122.596mph#18' 22.11 123.244mph#18' 19.37 123.551mph#18' 16.78 123.843mph
