rank#year#ascent time#speed#rider
1#2000#41:55#18.32 km / h#roberto heras ( esp )
2#2013#43:07#17.81 km / h#chris horner ( usa )
3#2008#43:12#17.78 km / h#alberto contador ( esp )
4#2000#43:24#17.70 km / h#pavel tonkov ( rus )
5#2000#43:24#17.70 km / h#roberto laiseka ( esp )
6#2013#43:35#17.62 km / h#alejandro valverde ( esp )
7#2013#43:35#17.62 km / h#vincenzo nibali ( ita )
8#2008#43:54#17.49 km / h#alejandro valverde ( esp )
9#2002#43:55#17.49 km / h#roberto heras ( esp )
10#2011#43:57#17.47 km / h#juan jose cobo ( esp )
11#2008#44:10#17.39 km / h#joaquim rodriguez ( esp )
12#2000#44:13#17.37 km / h#raimondas rumå¡as ( lit )
13#2008#44:17#17.34 km / h#levi leipheimer ( usa )
