rank :#state :#premier :#party :#assumed office :#left office :#total time in office :
1#sa#sir thomas playford (1896 - 1981) gcmg#liberal & country league#5 november 1938#10 march 1965#26years , 125days
2#qld#sir joh bjelke - petersen (1911 - 2005) kcmg#country & national parties of australia#8 august 1968#1 december 1987#19years , 115days
3#tas#sir robert cosgrove (1884 - 1969) kcmg#australian labor party#18 december 1939#18 december 1947#18 years , 182 days
3#tas#sir robert cosgrove (1884 - 1969) kcmg#australian labor party#25 february 1948#26 august 1958#18 years , 182 days
4#vic#sir henry bolte (1908 - 1990) gcmg#liberal & country league#7 june 1955#23 august 1972#17years , 47days
5#tas#eric reece (1909 - 1999) ac#australian labor party#26 august 1958#26 may 1969#13 years , 240 days
5#tas#eric reece (1909 - 1999) ac#australian labor party#3 may 1972#31 march 1975#13 years , 240 days
6#wa#sir david brand (1908 - 1990) kcmg#liberal party of australia#2 april 1959#3 march 1971#11years , 335days
7#nsw#sir henry parkes (1815 - 1896) gcmg#liberalism#14 may 1872#8 february 1875#11 years , 278 days
7#nsw#sir henry parkes (1815 - 1896) gcmg#liberalism#22 march 1877#16 august 1877#11 years , 278 days
7#nsw#sir henry parkes (1815 - 1896) gcmg#liberalism#21 december 1878#4 january 1883#11 years , 278 days
7#nsw#sir henry parkes (1815 - 1896) gcmg#free trade#25 january 1887#16 january 1889#11 years , 278 days
7#nsw#sir henry parkes (1815 - 1896) gcmg#free trade#8 march 1889#23 october 1891#11 years , 278 days
8#vic#sir albert dunstan (1882 - 1950) kcmg#country party of australia#2 april 1935#14 september 1943#10 years , 179 days
8#vic#sir albert dunstan (1882 - 1950) kcmg#country party of australia#18 september 1943#2 october 1945#10 years , 179 days
9#qld#sir francis nicklin (1895 - 1978) kcmg , mm#country party of australia#12 august 1957#17 january 1968#10years , 158days
10#nsw#bob carr (1947 - )#australian labor party#4 april 1995#3 august 2005#10years , 121days
11#qld#william forgan smith (1897 - 1953)#australian labor party#17 june 1932#16 september 1942#10years , 91days
12#nsw#neville wran (1926 - ) ac , cnzm , qc#australian labor party#14 may 1976#4 july 1986#10years , 51days
13#wa#sir john forrest (1847 - 1918) gcmg#no party alignment#29 december 1890#15 february 1901#10years , 48days
14#sa#john bannon (1943 - ) ao#australian labor party#10 november 1982#4 september 1992#9years , 299days
15#nsw#sir robert askin (1907 - 1981) gcmg#liberal party of australia#13 may 1965#3 january 1975#9years , 235days
16#sa#mike rann (1953 - ) cnzm rp#australian labor party#5 march 2002#21 october 2011#9years , 230days
17#sa#don dunstan (1926 - 1999) ac , qc#australian labor party#1 june 1967#17 april 1968#9 years , 214 days
17#sa#don dunstan (1926 - 1999) ac , qc#australian labor party#2 june 1970#15 february 1979#9 years , 214 days
18#wa#philip collier (1873 - 1948)#australian labor party#17 april 1924#23 april 1930#9 years , 123 days
18#wa#philip collier (1873 - 1948)#australian labor party#24 april 1933#19 august 1936#9 years , 123 days
19#vic#sir james mcculloch (1819 - 1893) kcmg#no party alignment#27 june 1863#6 may 1868#9 years , 118 days
19#vic#sir james mcculloch (1819 - 1893) kcmg#no party alignment#11 july 1868#20 september 1869#9 years , 118 days
19#vic#sir james mcculloch (1819 - 1893) kcmg#no party alignment#9 april 1870#19 june 1871#9 years , 118 days
19#vic#sir james mcculloch (1819 - 1893) kcmg#no party alignment#20 october 1875#21 may 1877#9 years , 118 days
20#qld#peter beattie (1952 - ) ac#australian labor party#20 june 1998#13 september 2007#9years , 85days
21#wa#john willcock (1879 - 1956)#australian labor party#20 august 1936#31 july 1945#8years , 345days
22#vic#sir rupert hamer (1916 - 2004) kcmg ac ed#liberal party of australia#23 august 1972#5 june 1981#8years , 286days
23#sa#sir richard butler (1885 - 1966) kcmg#liberal & country league#8 april 1927#17 april 1930#8 years , 210 days
23#sa#sir richard butler (1885 - 1966) kcmg#liberal & country league#18 april 1933#5 november 1938#8 years , 210 days
