match no#date#time#score#venue#match report
1#2008 - 03 - 21#12:00#4 – 8#cortuba#match report
3#2008 - 03 - 21#16:00#9 – 0#cortuba#match report
6#2008 - 03 - 22#18:00#8 – 4#cortuba#match report
8#2008 - 03 - 22#20:00#9 – 2#cortuba#match report
10#2008 - 03 - 23#18:00#2 – 2#cortuba#match report
12#2008 - 03 - 23#20:00#3 – 10#cortuba#match report
13#2008 - 03 - 24#18:00#1 – 1#cortuba#match report
14#2008 - 03 - 24#20:00#8 – 4#african union#match report
19#2008 - 03 - 25#18:00#5 – 6#cortuba#match report
20#2008 - 03 - 25#20:00#6 – 5#african union#match report
