season#competition#round#against#played#drew#lost#goals for#goals against
1961 - 62#inter - cities fairs cup#quarter finals#red star belgrade#6#0#2#10#9
1962 - 63#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1963 - 64#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1964 - 65#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1965 - 66#inter - cities fairs cup#quarter finals#fc barcelona#8#0#4#13#13
1966 - 67#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1967 - 68#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1968 - 69#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1969 - 70#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1970 - 71#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1971 - 72#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1972 - 73#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1973 - 74#uefa cup#last 64#r.w.d. molenbeek#2#0#1#2#4
1974 - 75#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1975 - 76#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1976 - 77#uefa cup#last 16#feyenoord#6#0#4#7#8
1977 - 78#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1978 - 79#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1979 - 80#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
1980 - 81#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions#did not qualify for uefa competitions
